RegulationID,Capacity,StartTimestamp,EndTimestamp,ReferenceLocationName,ReferenceLocationType,ReferenceLocationRole,SlotWindowWidth,SlotSliceWidth,month,day_start,day_end,min_start,min_end,start,end,duration,initial_capacity,capacity_reduction,n_flights
LLBGA13X,18,2019-08-13T09:20:00.000Z,2019-08-13T10:20:00.000Z,LLBG,AD,A,10,20,8,47,47,560,620,68240,68300,60,18,0.0,0
LLBGA07N,21,2019-08-07T23:00:00.000Z,2019-08-08T00:00:00.000Z,LLBG,AD,A,10,20,8,35,50,1380,0,51780,72000,20220,18,-0.16666666666666666,0
LLBGA04N,18,2019-08-04T22:50:00.000Z,2019-08-04T23:00:00.000Z,LLBG,AD,A,10,20,8,31,31,1370,1380,46010,46020,10,18,0.0,0
LLBGA21D,16,2019-07-21T10:00:00.000Z,2019-07-21T10:10:00.000Z,LLBG,AD,A,10,20,8,54,54,600,610,78360,78370,10,18,0.1111111111111111,0
LLBGAS12,19,2019-08-12T09:00:00.000Z,2019-08-12T15:40:00.000Z,LLBG,AD,A,10,20,8,40,40,540,940,58140,58540,400,18,-0.05555555555555555,0
LLBGA08N,18,2019-08-08T22:50:00.000Z,2019-08-08T23:00:00.000Z,LLBG,AD,A,10,20,8,50,50,1370,1380,73370,73380,10,18,0.0,0
LLBGA04E,17,2019-08-04T02:00:00.000Z,2019-08-04T09:09:00.000Z,LLBG,AD,A,10,20,8,31,31,120,549,44760,45189,429,18,0.05555555555555555,0
LLBGA26N,18,2019-07-26T22:50:00.000Z,2019-07-26T23:00:00.000Z,LLBG,AD,A,10,20,8,33,33,1370,1380,48890,48900,10,18,0.0,0
LLBGA30,17,2019-07-30T02:00:00.000Z,2019-07-30T22:00:00.000Z,LLBG,AD,A,10,20,8,46,46,120,1320,66360,67560,1200,18,0.05555555555555555,0
LLBGA28N,21,2019-07-28T23:00:00.000Z,2019-07-29T00:00:00.000Z,LLBG,AD,A,10,20,8,41,49,1380,0,60420,70560,10140,18,-0.16666666666666666,0
LLBGA05N,18,2019-08-05T20:20:00.000Z,2019-08-05T23:00:00.000Z,LLBG,AD,A,10,20,8,51,51,1220,1380,74660,74820,160,18,0.0,0
LLBGA04N,18,2019-08-04T00:00:00.000Z,2019-08-04T01:00:00.000Z,LLBG,AD,A,10,20,8,31,31,0,60,44640,44700,60,18,0.0,0
LLBGA26,17,2019-07-26T02:00:00.000Z,2019-07-26T22:00:00.000Z,LLBG,AD,A,10,20,8,33,33,120,1320,47640,48840,1200,18,0.05555555555555555,0
LLBGA19,17,2019-07-19T02:00:00.000Z,2019-07-19T22:00:00.000Z,LLBG,AD,A,10,20,8,36,36,120,1320,51960,53160,1200,18,0.05555555555555555,0
LLBGA18,17,2019-07-18T02:00:00.000Z,2019-07-18T22:00:00.000Z,LLBG,AD,A,10,20,8,43,43,120,1320,62040,63240,1200,18,0.05555555555555555,0
LLBGA25,16,2019-07-25T09:20:00.000Z,2019-07-25T16:40:00.000Z,LLBG,AD,A,10,20,8,29,29,560,1000,42320,42760,440,18,0.1111111111111111,0
LLBGA20,17,2019-07-20T02:00:00.000Z,2019-07-20T22:00:00.000Z,LLBG,AD,A,10,20,8,53,53,120,1320,76440,77640,1200,18,0.05555555555555555,0
LLBGA04N,21,2019-08-04T23:00:00.000Z,2019-08-05T00:00:00.000Z,LLBG,AD,A,10,20,8,31,51,1380,0,46020,73440,27420,18,-0.16666666666666666,0
LOWWA27,30,2019-07-27T06:00:00.000Z,2019-07-27T08:00:00.000Z,LOWW,AD,A,10,20,8,42,42,360,480,60840,60960,120,40,0.25,9
LOWWA19A,32,2019-07-19T13:20:00.000Z,2019-07-19T14:50:00.000Z,LOWW,AD,A,10,20,8,36,36,800,890,52640,52730,90,40,0.2,20
LOWWA27M,30,2019-07-27T09:00:00.000Z,2019-07-27T11:00:00.000Z,LOWW,AD,A,10,20,8,42,42,540,660,61020,61140,120,40,0.25,15
LOWWA28L,32,2019-07-28T17:10:00.000Z,2019-07-28T21:40:00.000Z,LOWW,AD,A,10,20,8,41,41,1030,1300,60070,60340,270,40,0.2,39
LOWWA29,40,2019-07-29T16:40:00.000Z,2019-07-29T18:00:00.000Z,LOWW,AD,A,10,20,8,49,49,1000,1080,71560,71640,80,40,0.0,6
LOWWA28A,35,2019-07-28T13:40:00.000Z,2019-07-28T15:00:00.000Z,LOWW,AD,A,10,20,8,41,41,820,900,59860,59940,80,40,0.125,9
LOWWA23A,40,2019-07-23T15:40:00.000Z,2019-07-23T16:31:00.000Z,LOWW,AD,A,10,20,8,30,30,940,991,44140,44191,51,40,0.0,92
LOWWA23A,25,2019-07-23T14:40:00.000Z,2019-07-23T15:40:00.000Z,LOWW,AD,A,10,20,8,30,30,880,940,44080,44140,60,40,0.375,92
LOWWA28L,28,2019-07-28T16:20:00.000Z,2019-07-28T17:10:00.000Z,LOWW,AD,A,10,20,8,41,41,980,1030,60020,60070,50,40,0.3,39
LOWWA31A,35,2019-07-31T14:20:00.000Z,2019-07-31T15:00:00.000Z,LOWW,AD,A,6,20,8,32,32,860,900,46940,46980,40,40,0.125,47
LOWWA10,30,2019-08-10T16:20:00.000Z,2019-08-10T18:20:00.000Z,LOWW,AD,A,10,20,8,55,55,980,1100,80180,80300,120,40,0.25,20
LOWWA28M,30,2019-07-28T06:00:00.000Z,2019-07-28T07:40:00.000Z,LOWW,AD,A,6,20,8,41,41,360,460,59400,59500,100,40,0.25,19
LOWWA12A,40,2019-08-12T13:40:00.000Z,2019-08-12T15:00:00.000Z,LOWW,AD,A,10,20,8,40,40,820,900,58420,58500,80,40,0.0,109
LOWWA21M,30,2019-07-21T09:20:00.000Z,2019-07-21T11:20:00.000Z,LOWW,AD,A,10,20,8,54,54,560,680,78320,78440,120,40,0.25,79
LOWWA27A,20,2019-07-27T14:20:00.000Z,2019-07-27T16:05:00.000Z,LOWW,AD,A,10,20,8,42,42,860,965,61340,61445,105,40,0.5,85
LOWWA31A,30,2019-07-31T13:30:00.000Z,2019-07-31T14:20:00.000Z,LOWW,AD,A,6,20,8,32,32,810,860,46890,46940,50,40,0.25,47
LOWWA07A,35,2019-08-07T16:00:00.000Z,2019-08-07T18:00:00.000Z,LOWW,AD,A,10,20,8,35,35,960,1080,51360,51480,120,40,0.125,12
LOWWA12,35,2019-08-12T15:40:00.000Z,2019-08-12T18:00:00.000Z,LOWW,AD,A,6,20,8,40,40,940,1080,58540,58680,140,40,0.125,18
LOWWA27A,30,2019-07-27T16:05:00.000Z,2019-07-27T18:40:00.000Z,LOWW,AD,A,10,20,8,42,42,965,1120,61445,61600,155,40,0.25,85
LOWWA06E,30,2019-08-06T05:40:00.000Z,2019-08-06T10:35:00.000Z,LOWW,AD,A,10,20,8,39,39,340,635,56500,56795,295,40,0.25,41
LOWWA30,40,2019-07-30T06:00:00.000Z,2019-07-30T07:40:00.000Z,LOWW,AD,A,6,20,8,46,46,360,460,66600,66700,100,40,0.0,22
LOWWA18A,35,2019-07-18T13:20:00.000Z,2019-07-18T14:20:00.000Z,LOWW,AD,A,6,20,8,43,43,800,860,62720,62780,60,40,0.125,11
LOWWA31A,30,2019-07-31T15:00:00.000Z,2019-07-31T18:20:00.000Z,LOWW,AD,A,6,20,8,32,32,900,1100,46980,47180,200,40,0.25,47
LPFRA09,8,2019-08-09T08:00:00.000Z,2019-08-09T10:03:00.000Z,LPFR,AD,A,10,20,8,34,34,480,603,49440,49563,123,18,0.5555555555555556,0
CPLPPR21,60,2019-07-21T13:33:00.000Z,2019-07-21T14:27:00.000Z,LPPR,AD,A,10,20,8,54,54,813,867,78573,78627,54,12,-4.0,0
LPPRA03,11,2019-08-03T07:00:00.000Z,2019-08-03T08:34:00.000Z,LPPR,AD,A,20,20,8,56,56,420,514,81060,81154,94,12,0.08333333333333333,0
LPPRA31L,12,2019-07-31T21:20:00.000Z,2019-07-31T23:00:00.000Z,LPPR,AD,A,10,20,8,32,32,1280,1380,47360,47460,100,12,0.0,0
LPPRA03,5,2019-08-03T05:40:00.000Z,2019-08-03T07:00:00.000Z,LPPR,AD,A,20,20,8,56,56,340,420,80980,81060,80,12,0.5833333333333334,0
LPPRA23E,6,2019-07-23T07:20:00.000Z,2019-07-23T08:10:00.000Z,LPPR,AD,A,20,20,8,30,30,440,490,43640,43690,50,12,0.5,0
LPPRA09A,11,2019-08-09T13:00:00.000Z,2019-08-09T17:00:00.000Z,LPPR,AD,A,10,20,8,34,34,780,1020,49740,49980,240,12,0.08333333333333333,0
LPPRA29,12,2019-07-29T21:40:00.000Z,2019-07-29T23:00:00.000Z,LPPR,AD,A,10,20,8,49,49,1300,1380,71860,71940,80,12,0.0,0
LPPRA07M,5,2019-08-07T05:40:00.000Z,2019-08-07T06:20:00.000Z,LPPR,AD,A,16,20,8,35,35,340,380,50740,50780,40,12,0.5833333333333334,0
LPPRA19A,5,2019-07-19T16:20:00.000Z,2019-07-19T18:15:00.000Z,LPPR,AD,A,20,20,8,36,36,980,1095,52820,52935,115,12,0.5833333333333334,0
LPPRA04,5,2019-08-04T05:40:00.000Z,2019-08-04T07:35:00.000Z,LPPR,AD,A,10,20,8,31,31,340,455,44980,45095,115,12,0.5833333333333334,0
LPPRA08E,6,2019-08-08T08:00:00.000Z,2019-08-08T11:40:00.000Z,LPPR,AD,A,10,20,8,50,50,480,700,72480,72700,220,12,0.5,0
LPPRA11A,12,2019-08-11T17:00:00.000Z,2019-08-11T19:00:00.000Z,LPPR,AD,A,10,20,8,37,37,1020,1140,54300,54420,120,12,0.0,0
LPPRA21A,12,2019-07-21T21:20:00.000Z,2019-07-21T23:00:00.000Z,LPPR,AD,A,10,20,8,54,54,1280,1380,79040,79140,100,12,0.0,0
LPPRA23E,7,2019-07-23T08:10:00.000Z,2019-07-23T09:00:00.000Z,LPPR,AD,A,20,20,8,30,30,490,540,43690,43740,50,12,0.4166666666666667,0
LPPRA11N,12,2019-08-11T21:20:00.000Z,2019-08-11T23:00:00.000Z,LPPR,AD,A,10,20,8,37,37,1280,1380,54560,54660,100,12,0.0,0
LPPRA13,12,2019-08-13T13:00:00.000Z,2019-08-13T16:40:00.000Z,LPPR,AD,A,10,20,8,47,47,780,1000,68460,68680,220,12,0.0,0
LPPRA24M,5,2019-07-24T06:20:00.000Z,2019-07-24T07:51:00.000Z,LPPR,AD,A,20,20,8,44,44,380,471,63740,63831,91,12,0.5833333333333334,0
LPPRA08E,9,2019-08-08T12:00:00.000Z,2019-08-08T13:20:00.000Z,LPPR,AD,A,10,20,8,50,50,720,800,72720,72800,80,12,0.25,0
LPPRA08E,6,2019-08-08T21:20:00.000Z,2019-08-08T22:40:00.000Z,LPPR,AD,A,10,20,8,50,50,1280,1360,73280,73360,80,12,0.5,0
LPPRA08E,5,2019-08-08T19:40:00.000Z,2019-08-08T21:20:00.000Z,LPPR,AD,A,10,20,8,50,50,1180,1280,73180,73280,100,12,0.5833333333333334,0
LPPRA19,5,2019-07-19T05:40:00.000Z,2019-07-19T10:20:00.000Z,LPPR,AD,A,20,20,8,36,36,340,620,52180,52460,280,12,0.5833333333333334,0
LPPRA25A,9,2019-07-25T14:20:00.000Z,2019-07-25T16:00:00.000Z,LPPR,AD,A,10,20,8,29,29,860,960,42620,42720,100,12,0.25,0
LPPRA26,5,2019-07-26T06:00:00.000Z,2019-07-26T07:00:00.000Z,LPPR,AD,A,20,20,8,33,33,360,420,47880,47940,60,12,0.5833333333333334,0
LPPR30N,12,2019-07-30T21:20:00.000Z,2019-07-30T22:40:00.000Z,LPPR,AD,A,10,20,8,46,46,1280,1360,67520,67600,80,12,0.0,0
LPPRA07M,9,2019-08-07T06:20:00.000Z,2019-08-07T06:43:00.000Z,LPPR,AD,A,16,20,8,35,35,380,403,50780,50803,23,12,0.25,0
LPPRA18L,12,2019-07-18T17:00:00.000Z,2019-07-18T18:20:00.000Z,LPPR,AD,A,10,20,8,43,43,1020,1100,62940,63020,80,12,0.0,0
LPPRA22,10,2019-07-22T10:00:00.000Z,2019-07-22T13:45:00.000Z,LPPR,AD,A,12,20,8,45,45,600,825,65400,65625,225,12,0.16666666666666666,0
LPPRA31,12,2019-07-31T10:00:00.000Z,2019-07-31T12:00:00.000Z,LPPR,AD,A,10,20,8,32,32,600,720,46680,46800,120,12,0.0,0
LPPRA30A,12,2019-07-30T15:00:00.000Z,2019-07-30T17:00:00.000Z,LPPR,AD,A,10,20,8,46,46,900,1020,67140,67260,120,12,0.0,0
CPLPR21A,60,2019-07-21T17:27:00.000Z,2019-07-21T18:15:00.000Z,LPPR,AD,A,10,20,8,54,54,1047,1095,78807,78855,48,12,-4.0,0
LPPRA02M,5,2019-08-02T11:24:00.000Z,2019-08-02T12:40:00.000Z,LPPR,AD,A,20,20,8,38,38,684,760,55404,55480,76,12,0.5833333333333334,0
LPPRA04A,12,2019-08-04T17:00:00.000Z,2019-08-04T18:40:00.000Z,LPPR,AD,A,10,20,8,31,31,1020,1120,45660,45760,100,12,0.0,0
LPPRA08E,8,2019-08-08T11:40:00.000Z,2019-08-08T12:00:00.000Z,LPPR,AD,A,10,20,8,50,50,700,720,72700,72720,20,12,0.3333333333333333,0
LPPRA25A,11,2019-07-25T16:00:00.000Z,2019-07-25T16:37:00.000Z,LPPR,AD,A,10,20,8,29,29,960,997,42720,42757,37,12,0.08333333333333333,0
LPPRA05,12,2019-08-05T06:20:00.000Z,2019-08-05T08:20:00.000Z,LPPR,AD,A,10,20,8,51,51,380,500,73820,73940,120,12,0.0,0
LPPRA25A,12,2019-07-25T16:37:00.000Z,2019-07-25T20:00:00.000Z,LPPR,AD,A,10,20,8,29,29,997,1200,42757,42960,203,12,0.0,0
LPPRA04N,12,2019-08-04T21:40:00.000Z,2019-08-04T23:00:00.000Z,LPPR,AD,A,10,20,8,31,31,1300,1380,45940,46020,80,12,0.0,0
LPPRA24,12,2019-07-24T07:40:00.000Z,2019-07-24T10:59:00.000Z,LPPR,AD,A,10,20,8,44,44,460,659,63820,64019,199,12,0.0,0
LPPRA28,10,2019-07-28T08:21:00.000Z,2019-07-28T09:10:00.000Z,LPPR,AD,A,16,20,8,41,41,501,550,59541,59590,49,12,0.16666666666666666,0
LPPRA12A,12,2019-08-12T13:40:00.000Z,2019-08-12T14:40:00.000Z,LPPR,AD,A,10,20,8,40,40,820,880,58420,58480,60,12,0.0,0
LPPRA25A,5,2019-07-25T11:40:00.000Z,2019-07-25T14:20:00.000Z,LPPR,AD,A,10,20,8,29,29,700,860,42460,42620,160,12,0.5833333333333334,0
LPPRA01M,11,2019-08-01T10:00:00.000Z,2019-08-01T10:10:00.000Z,LPPR,AD,A,10,20,8,48,48,600,610,69720,69730,10,12,0.08333333333333333,0
LPPRA20,12,2019-07-20T21:20:00.000Z,2019-07-20T23:00:00.000Z,LPPR,AD,A,10,20,8,53,53,1280,1380,77600,77700,100,12,0.0,0
LPPRA28M,12,2019-07-28T09:08:00.000Z,2019-07-28T14:17:00.000Z,LPPR,AD,A,10,20,8,41,41,548,857,59588,59897,309,12,0.0,0
LPPRA08E,11,2019-08-08T13:20:00.000Z,2019-08-08T19:40:00.000Z,LPPR,AD,A,10,20,8,50,50,800,1180,72800,73180,380,12,0.08333333333333333,0
LPPRA02M,12,2019-08-02T12:40:00.000Z,2019-08-02T20:00:00.000Z,LPPR,AD,A,20,20,8,38,38,760,1200,55480,55920,440,12,0.0,0
LPPRA28L,12,2019-07-28T21:00:00.000Z,2019-07-28T23:00:00.000Z,LPPR,AD,A,10,20,8,41,41,1260,1380,60300,60420,120,12,0.0,0
LPPRA23L,5,2019-07-23T22:30:00.000Z,2019-07-24T02:00:00.000Z,LPPR,AD,A,20,20,8,30,44,1350,120,44550,63480,18930,12,0.5833333333333334,0
LPPRA05N,12,2019-08-05T21:20:00.000Z,2019-08-05T23:00:00.000Z,LPPR,AD,A,10,20,8,51,51,1280,1380,74720,74820,100,12,0.0,0
LPPRA26D,12,2019-07-26T07:40:00.000Z,2019-07-26T23:00:00.000Z,LPPR,AD,A,10,20,8,33,33,460,1380,47980,48900,920,12,0.0,0
LPPRA01M,12,2019-08-01T10:10:00.000Z,2019-08-01T15:20:00.000Z,LPPR,AD,A,10,20,8,48,48,610,920,69730,70040,310,12,0.0,0
LPPRA06E,12,2019-08-06T06:10:00.000Z,2019-08-06T07:12:00.000Z,LPPR,AD,A,10,20,8,39,39,370,432,56530,56592,62,12,0.0,0
LPPRA19M,11,2019-07-19T15:00:00.000Z,2019-07-19T15:10:00.000Z,LPPR,AD,A,10,20,8,36,36,900,910,52740,52750,10,12,0.08333333333333333,0
LPPRA31A,12,2019-07-31T17:00:00.000Z,2019-07-31T18:20:00.000Z,LPPR,AD,A,10,20,8,32,32,1020,1100,47100,47180,80,12,0.0,0
LPPRA23L,12,2019-07-23T22:00:00.000Z,2019-07-23T22:30:00.000Z,LPPR,AD,A,20,20,8,30,30,1320,1350,44520,44550,30,12,0.0,0
LPPRA27,12,2019-07-27T13:00:00.000Z,2019-07-27T15:20:00.000Z,LPPR,AD,A,10,20,8,42,42,780,920,61260,61400,140,12,0.0,0
LPPRA23M,12,2019-07-23T09:00:00.000Z,2019-07-23T16:40:00.000Z,LPPR,AD,A,10,20,8,30,30,540,1000,43740,44200,460,12,0.0,0
CPLPPR20,60,2019-07-20T15:56:00.000Z,2019-07-20T16:45:00.000Z,LPPR,AD,A,10,20,8,53,53,956,1005,77276,77325,49,12,-4.0,0
LPPRA05N,6,2019-08-05T23:00:00.000Z,2019-08-05T23:20:00.000Z,LPPR,AD,A,10,20,8,51,51,1380,1400,74820,74840,20,12,0.5,0
LPPRA26,7,2019-07-26T07:00:00.000Z,2019-07-26T07:40:00.000Z,LPPR,AD,A,20,20,8,33,33,420,460,47940,47980,40,12,0.4166666666666667,0
LPPRA31L,6,2019-07-31T23:00:00.000Z,2019-08-01T00:00:00.000Z,LPPR,AD,A,10,20,8,32,48,1380,0,47460,69120,21660,12,0.5,0
LPPRA04,12,2019-08-04T07:35:00.000Z,2019-08-04T12:30:00.000Z,LPPR,AD,A,10,20,8,31,31,455,750,45095,45390,295,12,0.0,0
LPPRA28,5,2019-07-28T05:00:00.000Z,2019-07-28T08:01:00.000Z,LPPR,AD,A,16,20,8,41,41,300,481,59340,59521,181,12,0.5833333333333334,0
LPPRA27N,12,2019-07-27T21:20:00.000Z,2019-07-27T22:40:00.000Z,LPPR,AD,A,10,20,8,42,42,1280,1360,61760,61840,80,12,0.0,0
LPPRA23E,5,2019-07-23T06:00:00.000Z,2019-07-23T07:20:00.000Z,LPPR,AD,A,20,20,8,30,30,360,440,43560,43640,80,12,0.5833333333333334,0
LPPRA19N,5,2019-07-19T20:40:00.000Z,2019-07-20T02:00:00.000Z,LPPR,AD,A,20,20,8,36,53,1240,120,53080,76440,23360,12,0.5833333333333334,0
LPPRA18A,12,2019-07-18T13:00:00.000Z,2019-07-18T15:00:00.000Z,LPPR,AD,A,10,20,8,43,43,780,900,62700,62820,120,12,0.0,0
LPPRA02N,12,2019-08-02T21:20:00.000Z,2019-08-02T23:00:00.000Z,LPPR,AD,A,10,20,8,38,38,1280,1380,56000,56100,100,12,0.0,0
LPPRA19,12,2019-07-19T10:20:00.000Z,2019-07-19T16:00:00.000Z,LPPR,AD,A,20,20,8,36,36,620,960,52460,52800,340,12,0.0,0
LPPRA10,12,2019-08-10T21:40:00.000Z,2019-08-10T23:20:00.000Z,LPPR,AD,A,10,20,8,55,55,1300,1400,80500,80600,100,12,0.0,0
LPPRA02,12,2019-08-02T10:00:00.000Z,2019-08-02T11:25:00.000Z,LPPR,AD,A,10,20,8,38,38,600,685,55320,55405,85,12,0.0,0
LPPRA07M,11,2019-08-07T06:43:00.000Z,2019-08-07T13:00:00.000Z,LPPR,AD,A,16,20,8,35,35,403,780,50803,51180,377,12,0.08333333333333333,0
LPPRA06E,5,2019-08-06T05:40:00.000Z,2019-08-06T06:10:00.000Z,LPPR,AD,A,10,20,8,39,39,340,370,56500,56530,30,12,0.5833333333333334,0
LPPRA04N,6,2019-08-04T23:00:00.000Z,2019-08-05T00:20:00.000Z,LPPR,AD,A,10,20,8,31,51,1380,20,46020,73460,27440,12,0.5,0
LPPRA03A,12,2019-08-03T14:00:00.000Z,2019-08-03T14:21:00.000Z,LPPR,AD,A,10,20,8,56,56,840,861,81480,81501,21,12,0.0,0
LPPRA19A,12,2019-07-19T18:15:00.000Z,2019-07-19T20:27:00.000Z,LPPR,AD,A,20,20,8,36,36,1095,1227,52935,53067,132,12,0.0,0
LPPRA12,12,2019-08-12T21:20:00.000Z,2019-08-12T23:40:00.000Z,LPPR,AD,A,8,20,8,40,40,1280,1420,58880,59020,140,12,0.0,0
LPPRA28,7,2019-07-28T08:01:00.000Z,2019-07-28T08:21:00.000Z,LPPR,AD,A,16,20,8,41,41,481,501,59521,59541,20,12,0.4166666666666667,0
LPPRA08E,5,2019-08-08T05:20:00.000Z,2019-08-08T08:00:00.000Z,LPPR,AD,A,10,20,8,50,50,320,480,72320,72480,160,12,0.5833333333333334,0
LPPTA08A,17,2019-08-08T13:00:00.000Z,2019-08-08T13:20:00.000Z,LPPT,AD,A,10,20,8,50,50,780,800,72780,72800,20,23,0.2608695652173913,39
LPPTA18L,17,2019-07-18T20:00:00.000Z,2019-07-18T22:30:00.000Z,LPPT,AD,A,10,20,8,43,43,1200,1350,63120,63270,150,23,0.2608695652173913,63
LPPTA10L,23,2019-08-10T20:20:00.000Z,2019-08-10T23:00:00.000Z,LPPT,AD,A,10,20,8,55,55,1220,1380,80420,80580,160,23,0.0,54
LPPTA19X,17,2019-07-19T09:50:00.000Z,2019-07-19T11:50:00.000Z,LPPT,AD,A,10,20,8,36,36,590,710,52430,52550,120,23,0.2608695652173913,19
LPPTA11A,20,2019-08-11T13:00:00.000Z,2019-08-11T14:00:00.000Z,LPPT,AD,A,10,20,8,37,37,780,840,54060,54120,60,23,0.13043478260869565,92
LPPTA19A,22,2019-07-19T15:40:00.000Z,2019-07-19T17:40:00.000Z,LPPT,AD,A,10,20,8,36,36,940,1060,52780,52900,120,23,0.043478260869565216,66
LPPTA12M,23,2019-08-12T08:40:00.000Z,2019-08-12T10:00:00.000Z,LPPT,AD,A,10,20,8,40,40,520,600,58120,58200,80,23,0.0,75
LPPTA24E,20,2019-07-24T06:00:00.000Z,2019-07-24T06:20:00.000Z,LPPT,AD,A,10,20,8,44,44,360,380,63720,63740,20,23,0.13043478260869565,30
LPPTA19A,23,2019-07-19T17:40:00.000Z,2019-07-19T18:45:00.000Z,LPPT,AD,A,10,20,8,36,36,1060,1125,52900,52965,65,23,0.0,66
LPPTA10,23,2019-08-10T13:20:00.000Z,2019-08-10T15:20:00.000Z,LPPT,AD,A,10,20,8,55,55,800,920,80000,80120,120,23,0.0,110
LPPTA28X,23,2019-07-28T16:00:00.000Z,2019-07-28T19:00:00.000Z,LPPT,AD,A,10,20,8,41,41,960,1140,60000,60180,180,23,0.0,27
LPPTA06A,23,2019-08-06T14:00:00.000Z,2019-08-06T15:20:00.000Z,LPPT,AD,A,10,20,8,39,39,840,920,57000,57080,80,23,0.0,42
LPPTA08,23,2019-08-08T15:00:00.000Z,2019-08-08T16:00:00.000Z,LPPT,AD,A,10,20,8,50,50,900,960,72900,72960,60,23,0.0,13
LPPTA05A,20,2019-08-05T13:20:00.000Z,2019-08-05T15:00:00.000Z,LPPT,AD,A,10,20,8,51,51,800,900,74240,74340,100,23,0.13043478260869565,90
LPPTA11N,18,2019-08-11T22:00:00.000Z,2019-08-11T23:20:00.000Z,LPPT,AD,A,10,20,8,37,37,1320,1400,54600,54680,80,23,0.21739130434782608,22
LPPTA07L,18,2019-08-07T22:00:00.000Z,2019-08-07T23:00:00.000Z,LPPT,AD,A,10,20,8,35,35,1320,1380,51720,51780,60,18,0.0,17
LPPTA04,23,2019-08-04T09:00:00.000Z,2019-08-04T14:00:00.000Z,LPPT,AD,A,10,20,8,31,31,540,840,45180,45480,300,23,0.0,71
LPPTA02N,23,2019-08-02T20:40:00.000Z,2019-08-02T21:00:00.000Z,LPPT,AD,A,10,20,8,38,38,1240,1260,55960,55980,20,23,0.0,32
LPPTA25,20,2019-07-25T13:00:00.000Z,2019-07-25T19:00:00.000Z,LPPT,AD,A,10,20,8,29,29,780,1140,42540,42900,360,23,0.13043478260869565,172
LPPTA08L,23,2019-08-08T18:00:00.000Z,2019-08-08T20:03:00.000Z,LPPT,AD,A,10,20,8,50,50,1080,1203,73080,73203,123,23,0.0,28
CPLPPT20,60,2019-07-20T10:09:00.000Z,2019-07-20T10:52:00.000Z,LPPT,AD,A,10,20,8,53,53,609,652,76929,76972,43,23,-1.608695652173913,4
LPPTA09N,23,2019-08-09T21:00:00.000Z,2019-08-09T23:00:00.000Z,LPPT,AD,A,10,20,8,34,34,1260,1380,50220,50340,120,23,0.0,13
LPPTA25,20,2019-07-25T06:00:00.000Z,2019-07-25T07:40:00.000Z,LPPT,AD,A,10,20,8,29,29,360,460,42120,42220,100,23,0.13043478260869565,172
LPPTA29M,23,2019-07-29T09:00:00.000Z,2019-07-29T10:20:00.000Z,LPPT,AD,A,10,20,8,49,49,540,620,71100,71180,80,23,0.0,29
LPPTA01N,18,2019-08-01T22:00:00.000Z,2019-08-01T23:20:00.000Z,LPPT,AD,A,10,20,8,48,48,1320,1400,70440,70520,80,23,0.21739130434782608,27
LPPTA05A,23,2019-08-05T11:00:00.000Z,2019-08-05T13:20:00.000Z,LPPT,AD,A,10,20,8,51,51,660,800,74100,74240,140,23,0.0,90
LPPTA19Z,20,2019-07-19T11:50:00.000Z,2019-07-19T13:30:00.000Z,LPPT,AD,A,10,20,8,36,36,710,810,52550,52650,100,23,0.13043478260869565,31
LPPTA19A,17,2019-07-19T13:30:00.000Z,2019-07-19T15:05:00.000Z,LPPT,AD,A,10,20,8,36,36,810,905,52650,52745,95,23,0.2608695652173913,66
LPPTA03,20,2019-08-03T13:00:00.000Z,2019-08-03T13:25:00.000Z,LPPT,AD,A,10,20,8,56,56,780,805,81420,81445,25,23,0.13043478260869565,147
LPPTA30A,23,2019-07-30T12:00:00.000Z,2019-07-30T15:40:00.000Z,LPPT,AD,A,10,20,8,46,46,720,940,66960,67180,220,23,0.0,53
LPPTA19L,12,2019-07-19T23:00:00.000Z,2019-07-19T23:40:00.000Z,LPPT,AD,A,10,20,8,36,36,1380,1420,53220,53260,40,12,0.0,31
LPPTA25,20,2019-07-25T11:00:00.000Z,2019-07-25T11:40:00.000Z,LPPT,AD,A,10,20,8,29,29,660,700,42420,42460,40,23,0.13043478260869565,172
LPPTA22L,18,2019-07-22T22:00:00.000Z,2019-07-22T23:00:00.000Z,LPPT,AD,A,10,20,8,45,45,1320,1380,66120,66180,60,23,0.21739130434782608,21
LPPTA06N,18,2019-08-06T22:00:00.000Z,2019-08-06T23:00:00.000Z,LPPT,AD,A,10,20,8,39,39,1320,1380,57480,57540,60,23,0.21739130434782608,9
LPPTA24E,23,2019-07-24T06:20:00.000Z,2019-07-24T07:40:00.000Z,LPPT,AD,A,10,20,8,44,44,380,460,63740,63820,80,23,0.0,30
LPPTA06A,23,2019-08-06T12:00:00.000Z,2019-08-06T13:00:00.000Z,LPPT,AD,A,10,20,8,39,39,720,780,56880,56940,60,23,0.0,42
LPPTA24,23,2019-07-24T20:20:00.000Z,2019-07-24T22:20:00.000Z,LPPT,AD,A,10,20,8,44,44,1220,1340,64580,64700,120,23,0.0,114
LPPTA06A,20,2019-08-06T13:00:00.000Z,2019-08-06T14:00:00.000Z,LPPT,AD,A,10,20,8,39,39,780,840,56940,57000,60,23,0.13043478260869565,42
LPPTA22,23,2019-07-22T11:20:00.000Z,2019-07-22T13:40:00.000Z,LPPT,AD,A,10,20,8,45,45,680,820,65480,65620,140,23,0.0,19
