RegulationID,Capacity,StartTimestamp,EndTimestamp,ReferenceLocationName,ReferenceLocationType,ReferenceLocationRole,SlotWindowWidth,SlotSliceWidth,month,day_start,day_end,min_start,min_end,start,end,duration,initial_capacity,capacity_reduction,n_flights
EBBRA07,24,2019-07-07T12:00:00.000Z,2019-07-07T15:00:00.000Z,EBBR,AZ,A,10,20,7,0,0,720,900,720,900,180,48,0.5,13
EBBRA03,30,2019-07-03T05:40:00.000Z,2019-07-03T08:20:00.000Z,EBBR,AZ,A,10,20,7,1,1,340,500,1780,1940,160,48,0.375,46
EBBRA21,32,2019-06-21T16:00:00.000Z,2019-06-21T19:20:00.000Z,EBBR,AZ,A,6,20,7,2,2,960,1160,3840,4040,200,48,0.3333333333333333,33
EBBRA17A,30,2019-07-17T17:00:00.000Z,2019-07-17T19:00:00.000Z,EBBR,AZ,A,10,20,7,3,3,1020,1140,5340,5460,120,48,0.375,27
EBBRA23,30,2019-06-23T17:00:00.000Z,2019-06-23T18:40:00.000Z,EBBR,AZ,A,10,20,7,4,4,1020,1120,6780,6880,100,48,0.375,44
EBBRA27E,30,2019-06-27T05:40:00.000Z,2019-06-27T08:20:00.000Z,EBBR,AZ,A,10,20,7,5,5,340,500,7540,7700,160,48,0.375,46
EBBRA04,32,2019-07-04T05:40:00.000Z,2019-07-04T08:00:00.000Z,EBBR,AZ,A,10,20,7,6,6,340,480,8980,9120,140,48,0.3333333333333333,35
EBBRA09,32,2019-07-09T17:00:00.000Z,2019-07-09T18:40:00.000Z,EBBR,AZ,A,6,20,7,7,7,1020,1120,11100,11200,100,48,0.3333333333333333,15
EBBRA26A,32,2019-06-26T17:00:00.000Z,2019-06-26T19:00:00.000Z,EBBR,AZ,A,6,20,7,8,8,1020,1140,12540,12660,120,48,0.3333333333333333,18
EBBRA03L,30,2019-07-03T17:00:00.000Z,2019-07-03T19:30:00.000Z,EBBR,AZ,A,10,20,7,1,1,1020,1170,2460,2610,150,48,0.375,29
EBBRA15,48,2019-07-15T06:00:00.000Z,2019-07-15T07:00:00.000Z,EBBR,AZ,A,6,20,7,9,9,360,420,13320,13380,60,48,0.0,25
EBBRA28,32,2019-06-28T17:00:00.000Z,2019-06-28T18:40:00.000Z,EBBR,AZ,A,10,20,7,10,10,1020,1120,15420,15520,100,48,0.3333333333333333,20
EBBRA27A,30,2019-06-27T17:00:00.000Z,2019-06-27T18:40:00.000Z,EBBR,AZ,A,10,20,7,5,5,1020,1120,8220,8320,100,48,0.375,18
EBBRA28E,32,2019-06-28T05:40:00.000Z,2019-06-28T08:20:00.000Z,EBBR,AZ,A,10,20,7,10,10,340,500,14740,14900,160,48,0.3333333333333333,39
EBBRA26,32,2019-06-26T06:00:00.000Z,2019-06-26T12:00:00.000Z,EBBR,AZ,A,6,20,7,8,8,360,720,11880,12240,360,48,0.3333333333333333,102
EBBRA08,22,2019-07-08T11:40:00.000Z,2019-07-08T15:50:00.000Z,EBBR,AZ,A,6,20,7,11,11,700,950,16540,16790,250,48,0.5416666666666666,18
EBBRA02L,30,2019-07-02T16:00:00.000Z,2019-07-02T19:00:00.000Z,EBBR,AZ,A,10,20,7,12,12,960,1140,18240,18420,180,48,0.375,21
EBBRA06,24,2019-07-06T13:00:00.000Z,2019-07-06T15:00:00.000Z,EBBR,AZ,A,10,20,7,13,13,780,900,19500,19620,120,48,0.5,2
EBBRA22M,32,2019-06-22T06:00:00.000Z,2019-06-22T08:00:00.000Z,EBBR,AZ,A,10,20,7,14,14,360,480,20520,20640,120,48,0.3333333333333333,32
EBBRA14,30,2019-07-14T17:00:00.000Z,2019-07-14T19:20:00.000Z,EBBR,AZ,A,10,20,7,15,15,1020,1160,22620,22760,140,48,0.375,30
EDDFA12E,25,2019-07-12T12:31:00.000Z,2019-07-12T14:00:00.000Z,EDDF,AD,A,6,20,7,16,16,751,840,23791,23880,89,60,0.5833333333333334,169
EDDFA13,61,2019-07-13T12:40:00.000Z,2019-07-13T13:20:00.000Z,EDDF,AD,A,10,20,7,17,17,760,800,25240,25280,40,60,-0.016666666666666666,32
EDDFA13A,60,2019-07-13T17:00:00.000Z,2019-07-13T20:00:00.000Z,EDDF,AD,A,10,20,7,17,17,1020,1200,25500,25680,180,60,0.0,65
EDDFA13A,58,2019-07-13T16:40:00.000Z,2019-07-13T17:00:00.000Z,EDDF,AD,A,10,20,7,17,17,1000,1020,25480,25500,20,60,0.03333333333333333,65
EDDFA13A,28,2019-07-13T15:20:00.000Z,2019-07-13T15:40:00.000Z,EDDF,AD,A,10,20,7,17,17,920,940,25400,25420,20,60,0.5333333333333333,65
EDDFA13A,36,2019-07-13T15:40:00.000Z,2019-07-13T16:40:00.000Z,EDDF,AD,A,10,20,7,17,17,940,1000,25420,25480,60,60,0.4,65
EDDFA12E,45,2019-07-12T17:40:00.000Z,2019-07-12T19:13:00.000Z,EDDF,AD,A,6,20,7,16,16,1060,1153,24100,24193,93,60,0.25,169
EDDFA20,43,2019-06-20T12:00:00.000Z,2019-06-20T12:40:00.000Z,EDDF,AD,A,6,20,7,18,18,720,760,26640,26680,40,60,0.2833333333333333,185
EDDFA20,40,2019-06-20T16:00:00.000Z,2019-06-20T18:00:00.000Z,EDDF,AD,A,6,20,7,18,18,960,1080,26880,27000,120,60,0.3333333333333333,185
EDDFA12E,35,2019-07-12T15:30:00.000Z,2019-07-12T17:40:00.000Z,EDDF,AD,A,6,20,7,16,16,930,1060,23970,24100,130,60,0.4166666666666667,169
EDDFA01,43,2019-07-01T04:30:00.000Z,2019-07-01T04:40:00.000Z,EDDF,AD,A,10,20,7,19,19,270,280,27630,27640,10,60,0.2833333333333333,6
EDDFA12E,1,2019-07-12T14:00:00.000Z,2019-07-12T15:00:00.000Z,EDDF,AD,A,6,20,7,16,16,840,900,23880,23940,60,60,0.9833333333333333,169
EDDFA12E,35,2019-07-12T10:40:00.000Z,2019-07-12T12:31:00.000Z,EDDF,AD,A,6,20,7,16,16,640,751,23680,23791,111,60,0.4166666666666667,169
EDDFA22A,40,2019-06-22T16:20:00.000Z,2019-06-22T19:26:00.000Z,EDDF,AD,A,6,20,7,14,14,980,1166,21140,21326,186,60,0.3333333333333333,99
EDDFA12M,43,2019-07-12T06:30:00.000Z,2019-07-12T07:50:00.000Z,EDDF,AD,A,6,20,7,16,16,390,470,23430,23510,80,60,0.2833333333333333,45
EDDFA12E,42,2019-07-12T15:00:00.000Z,2019-07-12T15:30:00.000Z,EDDF,AD,A,6,20,7,16,16,900,930,23940,23970,30,60,0.3,169
EDDFA07,43,2019-07-07T10:00:00.000Z,2019-07-07T14:47:00.000Z,EDDF,AD,A,10,20,7,0,0,600,887,600,887,287,60,0.2833333333333333,82
EDDFA20,35,2019-06-20T18:00:00.000Z,2019-06-20T21:00:00.000Z,EDDF,AD,A,6,20,7,18,18,1080,1260,27000,27180,180,60,0.4166666666666667,185
EDDFA01M,48,2019-07-01T08:20:00.000Z,2019-07-01T08:40:00.000Z,EDDF,AD,A,6,20,7,19,19,500,520,27860,27880,20,60,0.2,26
EDDFA13,48,2019-07-13T13:20:00.000Z,2019-07-13T15:13:00.000Z,EDDF,AD,A,10,20,7,17,17,800,913,25280,25393,113,60,0.2,32
EDDFA13M,52,2019-07-13T09:00:00.000Z,2019-07-13T11:00:00.000Z,EDDF,AD,A,10,20,7,17,17,540,660,25020,25140,120,60,0.13333333333333333,12
EDDFA11,62,2019-07-11T13:00:00.000Z,2019-07-11T14:40:00.000Z,EDDF,AD,A,6,20,7,20,20,780,880,29580,29680,100,60,-0.03333333333333333,22
EDDFA12M,58,2019-07-12T07:50:00.000Z,2019-07-12T08:32:00.000Z,EDDF,AD,A,6,20,7,16,16,470,512,23510,23552,42,60,0.03333333333333333,45
EDDFA01M,55,2019-07-01T08:40:00.000Z,2019-07-01T10:46:00.000Z,EDDF,AD,A,6,20,7,19,19,520,646,27880,28006,126,60,0.08333333333333333,26
EDDFA20,35,2019-06-20T12:40:00.000Z,2019-06-20T16:00:00.000Z,EDDF,AD,A,6,20,7,18,18,760,960,26680,26880,200,60,0.4166666666666667,185
EDDFA01E,20,2019-07-01T05:00:00.000Z,2019-07-01T06:00:00.000Z,EDDF,AD,A,10,20,7,19,19,300,360,27660,27720,60,60,0.6666666666666666,14
EDDFA01E,24,2019-07-01T06:00:00.000Z,2019-07-01T07:00:00.000Z,EDDF,AD,A,10,20,7,19,19,360,420,27720,27780,60,60,0.6,14
EDDHA24N,20,2019-06-24T19:30:00.000Z,2019-06-24T19:40:00.000Z,EDDH,AD,A,10,20,7,21,21,1170,1180,31410,31420,10,24,0.16666666666666666,0
EDDHA25M,22,2019-06-25T07:20:00.000Z,2019-06-25T09:00:00.000Z,EDDH,AD,A,10,20,7,22,22,440,540,32120,32220,100,24,0.08333333333333333,0
EDDHA11,20,2019-07-11T18:30:00.000Z,2019-07-11T18:51:00.000Z,EDDH,AD,A,10,20,7,20,20,1110,1131,29910,29931,21,24,0.16666666666666666,0
EDDHA12L,24,2019-07-12T19:00:00.000Z,2019-07-12T21:00:00.000Z,EDDH,AD,A,10,20,7,16,16,1140,1260,24180,24300,120,24,0.0,0
EDDKA16L,28,2019-07-16T21:20:00.000Z,2019-07-16T23:00:00.000Z,EDDK,AD,A,10,20,7,23,23,1280,1380,34400,34500,100,31,0.0967741935483871,0
EDDKA24N,28,2019-06-24T21:20:00.000Z,2019-06-24T23:00:00.000Z,EDDK,AD,A,10,20,7,21,21,1280,1380,31520,31620,100,31,0.0967741935483871,0
EDDKA20,28,2019-06-20T21:20:00.000Z,2019-06-20T22:25:00.000Z,EDDK,AD,A,10,20,7,18,18,1280,1345,27200,27265,65,31,0.0967741935483871,0
EDDKA12,28,2019-07-12T21:20:00.000Z,2019-07-12T23:20:00.000Z,EDDK,AD,A,10,20,7,16,16,1280,1400,24320,24440,120,31,0.0967741935483871,0
EDDKA08N,28,2019-07-08T21:40:00.000Z,2019-07-08T23:00:00.000Z,EDDK,AD,A,10,20,7,11,11,1300,1380,17140,17220,80,31,0.0967741935483871,0
EDDKA25,28,2019-06-25T21:40:00.000Z,2019-06-25T23:00:00.000Z,EDDK,AD,A,10,20,7,22,22,1300,1380,32980,33060,80,31,0.0967741935483871,0
EDDKA21,28,2019-06-21T21:20:00.000Z,2019-06-21T23:00:00.000Z,EDDK,AD,A,10,20,7,2,2,1280,1380,4160,4260,100,31,0.0967741935483871,0
EDDKA02L,28,2019-07-02T21:20:00.000Z,2019-07-02T23:00:00.000Z,EDDK,AD,A,10,20,7,12,12,1280,1380,18560,18660,100,31,0.0967741935483871,0
EDDKA15,28,2019-07-15T21:00:00.000Z,2019-07-15T23:00:00.000Z,EDDK,AD,A,10,20,7,9,9,1260,1380,14220,14340,120,31,0.0967741935483871,0
EDDKA01A,28,2019-07-01T21:20:00.000Z,2019-07-01T23:20:00.000Z,EDDK,AD,A,10,20,7,19,19,1280,1400,28640,28760,120,31,0.0967741935483871,0
EDDKA28A,28,2019-06-28T21:20:00.000Z,2019-06-28T23:00:00.000Z,EDDK,AD,A,10,20,7,10,10,1280,1380,15680,15780,100,31,0.0967741935483871,0
EDDKA26N,28,2019-06-26T21:20:00.000Z,2019-06-26T23:00:00.000Z,EDDK,AD,A,10,20,7,8,8,1280,1380,12800,12900,100,31,0.0967741935483871,0
EDDKA09,14,2019-07-09T14:00:00.000Z,2019-07-09T14:10:00.000Z,EDDK,AD,A,10,20,7,7,7,840,850,10920,10930,10,31,0.5483870967741935,0
EDDKA10,28,2019-07-10T21:20:00.000Z,2019-07-10T23:00:00.000Z,EDDK,AD,A,10,20,7,24,24,1280,1380,35840,35940,100,31,0.0967741935483871,0
EDDKA08,14,2019-07-08T11:40:00.000Z,2019-07-08T13:00:00.000Z,EDDK,AD,A,10,20,7,11,11,700,780,16540,16620,80,31,0.5483870967741935,0
EDDKA17,28,2019-07-17T21:00:00.000Z,2019-07-17T22:40:00.000Z,EDDK,AD,A,10,20,7,3,3,1260,1360,5580,5680,100,31,0.0967741935483871,0
EDDKA03L,28,2019-07-03T21:40:00.000Z,2019-07-03T23:00:00.000Z,EDDK,AD,A,10,20,7,1,1,1300,1380,2740,2820,80,31,0.0967741935483871,0
EDDKA09L,28,2019-07-09T21:20:00.000Z,2019-07-09T23:00:00.000Z,EDDK,AD,A,10,20,7,7,7,1280,1380,11360,11460,100,31,0.0967741935483871,0
EDDLA26A,24,2019-06-26T17:00:00.000Z,2019-06-26T19:00:00.000Z,EDDL,AD,A,9,20,7,8,8,1020,1140,12540,12660,120,33,0.2727272727272727,23
EDDLA24,24,2019-06-24T07:00:00.000Z,2019-06-24T08:00:00.000Z,EDDL,AD,A,10,20,7,21,21,420,480,30660,30720,60,33,0.2727272727272727,11
EDDLA26,33,2019-06-26T08:00:00.000Z,2019-06-26T08:40:00.000Z,EDDL,AD,A,10,20,7,8,8,480,520,12000,12040,40,33,0.0,9
EDDLA24D,24,2019-06-24T16:40:00.000Z,2019-06-24T18:20:00.000Z,EDDL,AD,A,10,20,7,21,21,1000,1100,31240,31340,100,33,0.2727272727272727,8
EDDLA12A,33,2019-07-12T19:00:00.000Z,2019-07-12T19:20:00.000Z,EDDL,AD,A,10,20,7,16,16,1140,1160,24180,24200,20,33,0.0,63
EDDLA11M,33,2019-07-11T08:00:00.000Z,2019-07-11T08:40:00.000Z,EDDL,AD,A,10,20,7,20,20,480,520,29280,29320,40,33,0.0,22
EDDLA02A,36,2019-07-02T19:20:00.000Z,2019-07-02T21:00:00.000Z,EDDL,AD,A,10,20,7,12,12,1160,1260,18440,18540,100,33,-0.09090909090909091,25
EDDLA16L,36,2019-07-16T19:20:00.000Z,2019-07-16T21:00:00.000Z,EDDL,AD,A,6,20,7,23,23,1160,1260,34280,34380,100,33,-0.09090909090909091,22
EDDLA30A,36,2019-06-30T19:00:00.000Z,2019-06-30T21:00:00.000Z,EDDL,AD,A,10,20,7,25,25,1140,1260,37140,37260,120,33,-0.09090909090909091,20
EDDLA24A,34,2019-06-24T19:00:00.000Z,2019-06-24T21:20:00.000Z,EDDL,AD,A,10,20,7,21,21,1140,1280,31380,31520,140,33,-0.030303030303030304,24
EDDLA28,36,2019-06-28T19:20:00.000Z,2019-06-28T21:00:00.000Z,EDDL,AD,A,6,20,7,10,10,1160,1260,15560,15660,100,33,-0.09090909090909091,19
EDDLA14N,36,2019-07-14T19:00:00.000Z,2019-07-14T21:00:00.000Z,EDDL,AD,A,10,20,7,15,15,1140,1260,22740,22860,120,33,-0.09090909090909091,20
EDDLA14M,24,2019-07-14T11:00:00.000Z,2019-07-14T12:40:00.000Z,EDDL,AD,A,10,20,7,15,15,660,760,22260,22360,100,33,0.2727272727272727,9
EDDLA07A,33,2019-07-07T18:00:00.000Z,2019-07-07T18:20:00.000Z,EDDL,AD,A,10,20,7,0,0,1080,1100,1080,1100,20,33,0.0,24
EDDLA25,36,2019-06-25T19:00:00.000Z,2019-06-25T21:00:00.000Z,EDDL,AD,A,6,20,7,22,22,1140,1260,32820,32940,120,33,-0.09090909090909091,31
EDDLA03A,24,2019-07-03T14:00:00.000Z,2019-07-03T15:00:00.000Z,EDDL,AD,A,10,20,7,1,1,840,900,2280,2340,60,33,0.2727272727272727,16
EDDLA07A,24,2019-07-07T15:20:00.000Z,2019-07-07T18:00:00.000Z,EDDL,AD,A,10,20,7,0,0,920,1080,920,1080,160,33,0.2727272727272727,24
EDDLA11,36,2019-07-11T19:20:00.000Z,2019-07-11T21:00:00.000Z,EDDL,AD,A,10,20,7,20,20,1160,1260,29960,30060,100,33,-0.09090909090909091,10
EDDLA01,36,2019-07-01T19:00:00.000Z,2019-07-01T21:00:00.000Z,EDDL,AD,A,6,20,7,19,19,1140,1260,28500,28620,120,33,-0.09090909090909091,38
EDDLA20,24,2019-06-20T15:00:00.000Z,2019-06-20T16:40:00.000Z,EDDL,AD,A,10,20,7,18,18,900,1000,26820,26920,100,33,0.2727272727272727,9
EDDLA30E,24,2019-06-30T07:20:00.000Z,2019-06-30T08:40:00.000Z,EDDL,AD,A,10,20,7,25,25,440,520,36440,36520,80,33,0.2727272727272727,8
EDDLA27M,24,2019-06-27T06:40:00.000Z,2019-06-27T08:20:00.000Z,EDDL,AD,A,10,20,7,5,5,400,500,7600,7700,100,33,0.2727272727272727,17
EDDLA04,35,2019-07-04T19:20:00.000Z,2019-07-04T21:00:00.000Z,EDDL,AD,A,10,20,7,6,6,1160,1260,9800,9900,100,33,-0.06060606060606061,24
EDDLA10L,36,2019-07-10T19:00:00.000Z,2019-07-10T21:00:00.000Z,EDDL,AD,A,6,20,7,24,24,1140,1260,35700,35820,120,33,-0.09090909090909091,37
EDDLA05M,33,2019-07-05T08:00:00.000Z,2019-07-05T08:20:00.000Z,EDDL,AD,A,10,20,7,26,26,480,500,37920,37940,20,33,0.0,8
EDDLA12E,21,2019-07-12T07:00:00.000Z,2019-07-12T08:20:00.000Z,EDDL,AD,A,10,20,7,16,16,420,500,23460,23540,80,33,0.36363636363636365,48
EDDLA09L,36,2019-07-09T19:20:00.000Z,2019-07-09T21:20:00.000Z,EDDL,AD,A,10,20,7,7,7,1160,1280,11240,11360,120,33,-0.09090909090909091,25
EDDLA28M,33,2019-06-28T08:00:00.000Z,2019-06-28T08:40:00.000Z,EDDL,AD,A,10,20,7,10,10,480,520,14880,14920,40,33,0.0,19
EDDLA23L,34,2019-06-23T19:00:00.000Z,2019-06-23T21:00:00.000Z,EDDL,AD,A,6,20,7,4,4,1140,1260,6900,7020,120,33,-0.030303030303030304,42
EDDLA12E,28,2019-07-12T08:20:00.000Z,2019-07-12T11:00:00.000Z,EDDL,AD,A,10,20,7,16,16,500,660,23540,23700,160,33,0.15151515151515152,48
EDDLA30,23,2019-06-30T14:40:00.000Z,2019-06-30T18:20:00.000Z,EDDL,AD,A,10,20,7,25,25,880,1100,36880,37100,220,33,0.30303030303030304,35
EDDLA12A,20,2019-07-12T13:40:00.000Z,2019-07-12T19:00:00.000Z,EDDL,AD,A,10,20,7,16,16,820,1140,23860,24180,320,33,0.3939393939393939,63
EDDLA03L,36,2019-07-03T19:00:00.000Z,2019-07-03T21:00:00.000Z,EDDL,AD,A,10,20,7,1,1,1140,1260,2580,2700,120,33,-0.09090909090909091,30
EDDLA26N,36,2019-06-26T19:00:00.000Z,2019-06-26T21:00:00.000Z,EDDL,AD,A,10,20,7,8,8,1140,1260,12660,12780,120,33,-0.09090909090909091,30
EDDLA17,34,2019-07-17T19:00:00.000Z,2019-07-17T21:00:00.000Z,EDDL,AD,A,10,20,7,3,3,1140,1260,5460,5580,120,33,-0.030303030303030304,23
EDDLA10M,24,2019-07-10T07:00:00.000Z,2019-07-10T08:40:00.000Z,EDDL,AD,A,10,20,7,24,24,420,520,34980,35080,100,33,0.2727272727272727,22
EDDLA03A,33,2019-07-03T15:00:00.000Z,2019-07-03T16:00:00.000Z,EDDL,AD,A,10,20,7,1,1,900,960,2340,2400,60,33,0.0,16
EDDLA17M,33,2019-07-17T08:00:00.000Z,2019-07-17T08:40:00.000Z,EDDL,AD,A,8,20,7,3,3,480,520,4800,4840,40,33,0.0,13
EDDLA03,23,2019-07-03T07:00:00.000Z,2019-07-03T08:00:00.000Z,EDDL,AD,A,10,20,7,1,1,420,480,1860,1920,60,33,0.30303030303030304,22
EDDLA07M,24,2019-07-07T10:20:00.000Z,2019-07-07T11:40:00.000Z,EDDL,AD,A,10,20,7,0,0,620,700,620,700,80,33,0.2727272727272727,5
EDDLA28M,24,2019-06-28T07:00:00.000Z,2019-06-28T08:00:00.000Z,EDDL,AD,A,10,20,7,10,10,420,480,14820,14880,60,33,0.2727272727272727,19
EDDLA11M,24,2019-07-11T06:40:00.000Z,2019-07-11T08:00:00.000Z,EDDL,AD,A,10,20,7,20,20,400,480,29200,29280,80,33,0.2727272727272727,22
EDDLA03,33,2019-07-03T08:00:00.000Z,2019-07-03T08:30:00.000Z,EDDL,AD,A,10,20,7,1,1,480,510,1920,1950,30,33,0.0,22
EDDLA26,24,2019-06-26T07:00:00.000Z,2019-06-26T08:00:00.000Z,EDDL,AD,A,10,20,7,8,8,420,480,11940,12000,60,33,0.2727272727272727,9
EDDLA12A,35,2019-07-12T19:20:00.000Z,2019-07-12T21:00:00.000Z,EDDL,AD,A,10,20,7,16,16,1160,1260,24200,24300,100,33,-0.06060606060606061,63
EDDLA17M,24,2019-07-17T06:20:00.000Z,2019-07-17T08:00:00.000Z,EDDL,AD,A,8,20,7,3,3,380,480,4700,4800,100,33,0.2727272727272727,13
EDDLA20A,36,2019-06-20T19:20:00.000Z,2019-06-20T21:00:00.000Z,EDDL,AD,A,10,20,7,18,18,1160,1260,27080,27180,100,33,-0.09090909090909091,15
EDDLA05M,26,2019-07-05T07:00:00.000Z,2019-07-05T08:00:00.000Z,EDDL,AD,A,10,20,7,26,26,420,480,37860,37920,60,33,0.21212121212121213,8
EDDMA02,42,2019-07-02T04:20:00.000Z,2019-07-02T06:04:00.000Z,EDDM,AD,A,10,20,7,12,12,260,364,17540,17644,104,58,0.27586206896551724,34
EDDMA01,35,2019-07-01T11:00:00.000Z,2019-07-01T13:00:00.000Z,EDDM,AD,A,10,20,7,19,19,660,780,28020,28140,120,58,0.39655172413793105,172
EDDMA22A,1,2019-06-22T18:00:00.000Z,2019-06-22T18:20:00.000Z,EDDM,AD,A,10,20,7,14,14,1080,1100,21240,21260,20,58,0.9827586206896551,52
EDDMA12A,45,2019-07-12T18:30:00.000Z,2019-07-12T18:41:00.000Z,EDDM,AD,A,10,20,7,16,16,1110,1121,24150,24161,11,58,0.22413793103448276,5
EDDMA15A,49,2019-07-15T15:30:00.000Z,2019-07-15T17:20:00.000Z,EDDM,AD,A,10,20,7,9,9,930,1040,13890,14000,110,58,0.15517241379310345,13
EDDMA01,35,2019-07-01T15:15:00.000Z,2019-07-01T17:00:00.000Z,EDDM,AD,A,10,20,7,19,19,915,1020,28275,28380,105,58,0.39655172413793105,172
EDDMA01,20,2019-07-01T13:00:00.000Z,2019-07-01T15:15:00.000Z,EDDM,AD,A,10,20,7,19,19,780,915,28140,28275,135,58,0.6551724137931034,172
EDDMA20A,40,2019-06-20T16:30:00.000Z,2019-06-20T17:20:00.000Z,EDDM,AD,A,10,20,7,18,18,990,1040,26910,26960,50,58,0.3103448275862069,74
EDDMA22A,20,2019-06-22T18:20:00.000Z,2019-06-22T19:30:00.000Z,EDDM,AD,A,10,20,7,14,14,1100,1170,21260,21330,70,58,0.6551724137931034,52
EDDMA01,45,2019-07-01T17:00:00.000Z,2019-07-01T18:21:00.000Z,EDDM,AD,A,10,20,7,19,19,1020,1101,28380,28461,81,58,0.22413793103448276,172
EDDMA29,30,2019-06-29T14:20:00.000Z,2019-06-29T15:14:00.000Z,EDDM,AD,A,10,20,7,27,27,860,914,39740,39794,54,58,0.4827586206896552,5
EDDMA22A,20,2019-06-22T17:00:00.000Z,2019-06-22T18:00:00.000Z,EDDM,AD,A,10,20,7,14,14,1020,1080,21180,21240,60,58,0.6551724137931034,52
EDDMA22A,28,2019-06-22T19:30:00.000Z,2019-06-22T21:00:00.000Z,EDDM,AD,A,10,20,7,14,14,1170,1260,21330,21420,90,58,0.5172413793103449,52
EDDMA07M,38,2019-07-07T08:00:00.000Z,2019-07-07T09:00:00.000Z,EDDM,AD,A,6,20,7,0,0,480,540,480,540,60,58,0.3448275862068966,38
EDDMA07M,30,2019-07-07T07:00:00.000Z,2019-07-07T08:00:00.000Z,EDDM,AD,A,6,20,7,0,0,420,480,420,480,60,58,0.4827586206896552,38
EDDMA23,42,2019-06-23T11:20:00.000Z,2019-06-23T14:00:00.000Z,EDDM,AD,A,10,20,7,4,4,680,840,6440,6600,160,58,0.27586206896551724,65
EDDMA20A,55,2019-06-20T17:20:00.000Z,2019-06-20T18:31:00.000Z,EDDM,AD,A,10,20,7,18,18,1040,1111,26960,27031,71,58,0.05172413793103448,74
EDDMA20A,20,2019-06-20T15:00:00.000Z,2019-06-20T16:30:00.000Z,EDDM,AD,A,10,20,7,18,18,900,990,26820,26910,90,58,0.6551724137931034,74
EDDMA12E,48,2019-07-12T11:00:00.000Z,2019-07-12T13:40:00.000Z,EDDM,AD,A,6,20,7,16,16,660,820,23700,23860,160,58,0.1724137931034483,28
EDDMA07M,45,2019-07-07T09:00:00.000Z,2019-07-07T09:20:00.000Z,EDDM,AD,A,6,20,7,0,0,540,560,540,560,20,58,0.22413793103448276,38
EDDPA20,19,2019-06-20T20:40:00.000Z,2019-06-20T22:00:00.000Z,EDDP,AD,A,10,20,7,18,18,1240,1320,27160,27240,80,28,0.32142857142857145,0
EDDPA20,23,2019-06-20T22:00:00.000Z,2019-06-20T22:37:00.000Z,EDDP,AD,A,10,20,7,18,18,1320,1357,27240,27277,37,28,0.17857142857142858,0
EDDPA11,28,2019-07-11T21:20:00.000Z,2019-07-11T22:40:00.000Z,EDDP,AD,A,10,20,7,20,20,1280,1360,30080,30160,80,28,0.0,0
EDDSA27L,25,2019-06-27T16:00:00.000Z,2019-06-27T17:40:00.000Z,EDDS,AD,A,10,20,7,5,5,960,1060,8160,8260,100,35,0.2857142857142857,0
EDDSA21,22,2019-06-21T15:20:00.000Z,2019-06-21T17:20:00.000Z,EDDS,AD,A,10,20,7,2,2,920,1040,3800,3920,120,35,0.37142857142857144,0
EDDSA27,10,2019-06-27T15:00:00.000Z,2019-06-27T16:01:00.000Z,EDDS,AD,A,10,20,7,5,5,900,961,8100,8161,61,35,0.7142857142857143,0
EDDTA12,18,2019-07-12T15:20:00.000Z,2019-07-12T17:20:00.000Z,EDDT,AD,A,10,20,7,16,16,920,1040,23960,24080,120,24,0.25,0
EFHKA17,36,2019-07-17T12:50:00.000Z,2019-07-17T13:13:00.000Z,EFHK,AD,A,10,20,7,3,3,770,793,5090,5113,23,48,0.25,0
EFHKA08M,36,2019-07-08T11:40:00.000Z,2019-07-08T13:11:00.000Z,EFHK,AD,A,10,20,7,11,11,700,791,16540,16631,91,48,0.25,0
EFHKA06,32,2019-07-06T11:20:00.000Z,2019-07-06T13:40:00.000Z,EFHK,AD,A,10,20,7,13,13,680,820,19400,19540,140,48,0.3333333333333333,0
EFHKA16,34,2019-07-16T11:00:00.000Z,2019-07-16T13:00:00.000Z,EFHK,AD,A,10,20,7,23,23,660,780,33780,33900,120,48,0.2916666666666667,0
EFHKA02,28,2019-07-02T11:00:00.000Z,2019-07-02T13:20:00.000Z,EFHK,AD,A,10,20,7,12,12,660,800,17940,18080,140,24,-0.16666666666666666,0
EFHKA17,33,2019-07-17T11:20:00.000Z,2019-07-17T12:50:00.000Z,EFHK,AD,A,10,20,7,3,3,680,770,5000,5090,90,48,0.3125,0
EFHKA05,32,2019-07-05T12:00:00.000Z,2019-07-05T13:40:00.000Z,EFHK,AD,A,10,20,7,26,26,720,820,38160,38260,100,24,-0.3333333333333333,0
EFHKA07,28,2019-07-07T11:00:00.000Z,2019-07-07T13:40:00.000Z,EFHK,AD,A,10,20,7,0,0,660,820,660,820,160,48,0.4166666666666667,0
EFHKA08M,30,2019-07-08T11:20:00.000Z,2019-07-08T11:40:00.000Z,EFHK,AD,A,10,20,7,11,11,680,700,16520,16540,20,48,0.375,0
EGACA09E,6,2019-07-09T09:20:00.000Z,2019-07-09T09:36:00.000Z,EGAC,AD,A,20,20,7,7,7,560,576,10640,10656,16,6,0.0,0
EGACA09E,4,2019-07-09T07:10:00.000Z,2019-07-09T09:20:00.000Z,EGAC,AD,A,20,20,7,7,7,430,560,10510,10640,130,6,0.3333333333333333,0
EGACA12,8,2019-07-12T19:40:00.000Z,2019-07-12T21:00:00.000Z,EGAC,AD,A,10,20,7,16,16,1180,1260,24220,24300,80,6,-0.3333333333333333,0
