RegulationID,Capacity,StartTimestamp,EndTimestamp,ReferenceLocationName,ReferenceLocationType,ReferenceLocationRole,SlotWindowWidth,SlotSliceWidth
EGGWA17N,10,2019-07-17T21:00:00.000Z,2019-07-17T22:38:00.000Z,EGGW,AD,A,10,20
EGGWA15,18,2019-07-15T15:20:00.000Z,2019-07-15T15:30:00.000Z,EGGW,AD,A,10,20
EGGWA12,14,2019-07-12T20:00:00.000Z,2019-07-12T20:10:00.000Z,EGGW,AD,A,10,20
EGGWA11,18,2019-07-11T16:20:00.000Z,2019-07-11T17:54:00.000Z,EGGW,AD,A,10,20
EGGWA08M,20,2019-07-08T11:00:00.000Z,2019-07-08T12:26:00.000Z,EGGW,AD,A,10,20
EGGWA01L,15,2019-07-01T22:00:00.000Z,2019-07-01T22:37:00.000Z,EGGW,AD,A,10,20
EGGWA27L,15,2019-06-27T20:00:00.000Z,2019-06-27T22:56:00.000Z,EGGW,AD,A,10,20
EGGWA29,10,2019-06-29T05:20:00.000Z,2019-06-29T07:01:00.000Z,EGGW,AD,A,10,20
EGGWA25A,12,2019-06-25T10:40:00.000Z,2019-06-25T13:20:00.000Z,EGGW,AD,A,10,20
EGGWA25,18,2019-06-25T11:20:00.000Z,2019-06-25T11:40:00.000Z,EGGW,AD,A,10,20
EGGWA26,10,2019-06-26T05:40:00.000Z,2019-06-26T07:30:00.000Z,EGGW,AD,A,10,20
EGGWA25E,15,2019-06-25T21:00:00.000Z,2019-06-25T22:16:00.000Z,EGGW,AD,A,10,20
EGGWA26N,15,2019-06-26T19:40:00.000Z,2019-06-26T20:48:00.000Z,EGGW,AD,A,10,20
EGGWA25A,15,2019-06-25T13:20:00.000Z,2019-06-25T17:19:00.000Z,EGGW,AD,A,10,20
EGGWA23A,18,2019-06-23T16:00:00.000Z,2019-06-23T16:10:00.000Z,EGGW,AD,A,10,20
EGGWA24A,18,2019-06-24T15:20:00.000Z,2019-06-24T18:40:00.000Z,EGGW,AD,A,10,20
EGGWA21,18,2019-06-21T16:00:00.000Z,2019-06-21T18:21:00.000Z,EGGW,AD,A,10,20
EGGWA21A,12,2019-06-21T19:30:00.000Z,2019-06-21T19:40:00.000Z,EGGW,AD,A,10,20
EGKKA17A,28,2019-07-17T11:40:00.000Z,2019-07-17T13:02:00.000Z,EGKK,AD,A,10,20
EGKKA16,22,2019-07-16T05:40:00.000Z,2019-07-16T07:05:00.000Z,EGKK,AD,A,10,20
EGKKA17N,24,2019-07-17T21:50:00.000Z,2019-07-17T22:38:00.000Z,EGKK,AD,A,10,20
EGKKA17,24,2019-07-17T05:40:00.000Z,2019-07-17T08:13:00.000Z,EGKK,AD,A,10,20
EGKKA16A,28,2019-07-16T16:20:00.000Z,2019-07-16T18:16:00.000Z,EGKK,AD,A,10,20
EGKKA14M,24,2019-07-14T05:30:00.000Z,2019-07-14T07:23:00.000Z,EGKK,AD,A,10,20
EGKKA15N,24,2019-07-15T21:40:00.000Z,2019-07-15T22:54:00.000Z,EGKK,AD,A,10,20
EGKKA15,24,2019-07-15T06:00:00.000Z,2019-07-15T08:20:00.000Z,EGKK,AD,A,10,20
EGKKA15A,28,2019-07-15T11:00:00.000Z,2019-07-15T12:48:00.000Z,EGKK,AD,A,10,20
EGKKA15N,32,2019-07-15T20:40:00.000Z,2019-07-15T21:40:00.000Z,EGKK,AD,A,10,20
EGKKA14,20,2019-07-14T15:20:00.000Z,2019-07-14T17:55:00.000Z,EGKK,AD,A,10,20
EGKKA14,26,2019-07-14T17:55:00.000Z,2019-07-14T19:36:00.000Z,EGKK,AD,A,10,20
EGKKA13E,26,2019-07-13T10:40:00.000Z,2019-07-13T15:20:00.000Z,EGKK,AD,A,10,20
EGKKA15L,26,2019-07-15T14:40:00.000Z,2019-07-15T19:30:00.000Z,EGKK,AD,A,10,20
EGKKA14M,12,2019-07-14T05:15:00.000Z,2019-07-14T05:30:00.000Z,EGKK,AD,A,10,20
EGKKA13,24,2019-07-13T06:00:00.000Z,2019-07-13T07:20:00.000Z,EGKK,AD,A,10,20
EGKKA14,26,2019-07-14T11:40:00.000Z,2019-07-14T15:20:00.000Z,EGKK,AD,A,10,20
EGKKA12,26,2019-07-12T11:40:00.000Z,2019-07-12T19:56:00.000Z,EGKK,AD,A,10,20
EGKKA11,26,2019-07-11T10:40:00.000Z,2019-07-11T15:00:00.000Z,EGKK,AD,A,10,20
EGKKA12M,24,2019-07-12T06:00:00.000Z,2019-07-12T08:55:00.000Z,EGKK,AD,A,10,20
EGKKA11A,26,2019-07-11T16:00:00.000Z,2019-07-11T18:50:00.000Z,EGKK,AD,A,10,20
EGKKA10L,24,2019-07-10T19:20:00.000Z,2019-07-10T23:00:00.000Z,EGKK,AD,A,10,20
EGKKA10L,10,2019-07-10T18:10:00.000Z,2019-07-10T19:20:00.000Z,EGKK,AD,A,10,20
EGKKA10,24,2019-07-10T06:00:00.000Z,2019-07-10T07:37:00.000Z,EGKK,AD,A,10,20
EGKKA10L,0,2019-07-10T16:10:00.000Z,2019-07-10T18:10:00.000Z,EGKK,AD,A,10,20
EGKKA09,24,2019-07-09T06:00:00.000Z,2019-07-09T07:14:00.000Z,EGKK,AD,A,10,20
EGKKA09A,28,2019-07-09T16:00:00.000Z,2019-07-09T17:45:00.000Z,EGKK,AD,A,10,20
EGKKA07,26,2019-07-07T10:20:00.000Z,2019-07-07T21:00:00.000Z,EGKK,AD,A,6,20
EGKKA08L,18,2019-07-08T21:40:00.000Z,2019-07-08T22:20:00.000Z,EGKK,AD,A,10,20
EGKKA08E,28,2019-07-08T09:45:00.000Z,2019-07-08T11:20:00.000Z,EGKK,AD,A,10,20
EGKKA08E,24,2019-07-08T11:20:00.000Z,2019-07-08T12:00:00.000Z,EGKK,AD,A,10,20
EGKKA08E,26,2019-07-08T12:00:00.000Z,2019-07-08T16:20:00.000Z,EGKK,AD,A,10,20
EGKKA08E,24,2019-07-08T06:00:00.000Z,2019-07-08T08:40:00.000Z,EGKK,AD,A,10,20
EGKKA08E,28,2019-07-08T16:20:00.000Z,2019-07-08T18:28:00.000Z,EGKK,AD,A,10,20
