Capacity,StartTimestamp,EndTimestamp,ReferenceLocationName,ReferenceLocationType,ReferenceLocationRole,month,day_start,day_end,min_start,min_end,start,end
6,2019-06-20T00:00:00.000Z,2019-06-20T23:59:00.000Z,LFPN,AD,A,8.0,0,0,0,1439,0,1439
6,2019-06-21T00:00:00.000Z,2019-06-21T23:59:00.000Z,LFPN,AD,A,8.0,1,1,0,1439,1440,2879
6,2019-06-22T00:00:00.000Z,2019-06-22T23:59:00.000Z,LFPN,AD,A,8.0,2,2,0,1439,2880,4319
6,2019-06-23T00:00:00.000Z,2019-06-23T23:59:00.000Z,LFPN,AD,A,8.0,3,3,0,1439,4320,5759
6,2019-06-24T00:00:00.000Z,2019-06-24T23:59:00.000Z,LFPN,AD,A,8.0,4,4,0,1439,5760,7199
6,2019-06-25T00:00:00.000Z,2019-06-25T23:59:00.000Z,LFPN,AD,A,8.0,5,5,0,1439,7200,8639
6,2019-06-26T00:00:00.000Z,2019-06-26T23:59:00.000Z,LFPN,AD,A,8.0,6,6,0,1439,8640,10079
6,2019-06-27T00:00:00.000Z,2019-06-27T23:59:00.000Z,LFPN,AD,A,8.0,7,7,0,1439,10080,11519
6,2019-06-28T00:00:00.000Z,2019-06-28T23:59:00.000Z,LFPN,AD,A,8.0,8,8,0,1439,11520,12959
6,2019-06-29T00:00:00.000Z,2019-06-29T23:59:00.000Z,LFPN,AD,A,8.0,9,9,0,1439,12960,14399
6,2019-06-30T00:00:00.000Z,2019-06-30T23:59:00.000Z,LFPN,AD,A,8.0,10,10,0,1439,14400,15839
6,2019-07-01T00:00:00.000Z,2019-07-01T23:59:00.000Z,LFPN,AD,A,8.0,11,11,0,1439,15840,17279
6,2019-07-02T00:00:00.000Z,2019-07-02T23:59:00.000Z,LFPN,AD,A,8.0,12,12,0,1439,17280,18719
6,2019-07-03T00:00:00.000Z,2019-07-03T23:59:00.000Z,LFPN,AD,A,8.0,13,13,0,1439,18720,20159
6,2019-07-04T00:00:00.000Z,2019-07-04T23:59:00.000Z,LFPN,AD,A,8.0,14,14,0,1439,20160,21599
6,2019-07-05T00:00:00.000Z,2019-07-05T23:59:00.000Z,LFPN,AD,A,8.0,15,15,0,1439,21600,23039
6,2019-07-06T00:00:00.000Z,2019-07-06T23:59:00.000Z,LFPN,AD,A,8.0,16,16,0,1439,23040,24479
6,2019-07-07T00:00:00.000Z,2019-07-07T23:59:00.000Z,LFPN,AD,A,8.0,17,17,0,1439,24480,25919
6,2019-07-08T00:00:00.000Z,2019-07-08T23:59:00.000Z,LFPN,AD,A,8.0,18,18,0,1439,25920,27359
6,2019-07-09T00:00:00.000Z,2019-07-09T23:59:00.000Z,LFPN,AD,A,8.0,19,19,0,1439,27360,28799
6,2019-07-10T00:00:00.000Z,2019-07-10T23:59:00.000Z,LFPN,AD,A,8.0,20,20,0,1439,28800,30239
6,2019-07-11T00:00:00.000Z,2019-07-11T23:59:00.000Z,LFPN,AD,A,8.0,21,21,0,1439,30240,31679
6,2019-07-12T00:00:00.000Z,2019-07-12T23:59:00.000Z,LFPN,AD,A,8.0,22,22,0,1439,31680,33119
6,2019-07-13T00:00:00.000Z,2019-07-13T23:59:00.000Z,LFPN,AD,A,8.0,23,23,0,1439,33120,34559
6,2019-07-14T00:00:00.000Z,2019-07-14T23:59:00.000Z,LFPN,AD,A,8.0,24,24,0,1439,34560,35999
6,2019-07-15T00:00:00.000Z,2019-07-15T23:59:00.000Z,LFPN,AD,A,8.0,25,25,0,1439,36000,37439
6,2019-07-16T00:00:00.000Z,2019-07-16T23:59:00.000Z,LFPN,AD,A,8.0,26,26,0,1439,37440,38879
6,2019-07-17T00:00:00.000Z,2019-07-17T23:59:00.000Z,LFPN,AD,A,8.0,27,27,0,1439,38880,40319
6,2019-06-20T00:00:00.000Z,2019-06-20T23:59:00.000Z,LIPE4,AZ,A,8.0,0,0,0,1439,0,1439
6,2019-06-21T00:00:00.000Z,2019-06-21T23:59:00.000Z,LIPE4,AZ,A,8.0,1,1,0,1439,1440,2879
6,2019-06-22T00:00:00.000Z,2019-06-22T23:59:00.000Z,LIPE4,AZ,A,8.0,2,2,0,1439,2880,4319
6,2019-06-23T00:00:00.000Z,2019-06-23T23:59:00.000Z,LIPE4,AZ,A,8.0,3,3,0,1439,4320,5759
6,2019-06-24T00:00:00.000Z,2019-06-24T23:59:00.000Z,LIPE4,AZ,A,8.0,4,4,0,1439,5760,7199
6,2019-06-25T00:00:00.000Z,2019-06-25T23:59:00.000Z,LIPE4,AZ,A,8.0,5,5,0,1439,7200,8639
6,2019-06-26T00:00:00.000Z,2019-06-26T23:59:00.000Z,LIPE4,AZ,A,8.0,6,6,0,1439,8640,10079
6,2019-06-27T00:00:00.000Z,2019-06-27T23:59:00.000Z,LIPE4,AZ,A,8.0,7,7,0,1439,10080,11519
6,2019-06-28T00:00:00.000Z,2019-06-28T23:59:00.000Z,LIPE4,AZ,A,8.0,8,8,0,1439,11520,12959
6,2019-06-29T00:00:00.000Z,2019-06-29T23:59:00.000Z,LIPE4,AZ,A,8.0,9,9,0,1439,12960,14399
6,2019-06-30T00:00:00.000Z,2019-06-30T23:59:00.000Z,LIPE4,AZ,A,8.0,10,10,0,1439,14400,15839
6,2019-07-01T00:00:00.000Z,2019-07-01T23:59:00.000Z,LIPE4,AZ,A,8.0,11,11,0,1439,15840,17279
6,2019-07-02T00:00:00.000Z,2019-07-02T23:59:00.000Z,LIPE4,AZ,A,8.0,12,12,0,1439,17280,18719
6,2019-07-03T00:00:00.000Z,2019-07-03T23:59:00.000Z,LIPE4,AZ,A,8.0,13,13,0,1439,18720,20159
6,2019-07-04T00:00:00.000Z,2019-07-04T23:59:00.000Z,LIPE4,AZ,A,8.0,14,14,0,1439,20160,21599
6,2019-07-05T00:00:00.000Z,2019-07-05T23:59:00.000Z,LIPE4,AZ,A,8.0,15,15,0,1439,21600,23039
6,2019-07-06T00:00:00.000Z,2019-07-06T23:59:00.000Z,LIPE4,AZ,A,8.0,16,16,0,1439,23040,24479
6,2019-07-07T00:00:00.000Z,2019-07-07T23:59:00.000Z,LIPE4,AZ,A,8.0,17,17,0,1439,24480,25919
6,2019-07-08T00:00:00.000Z,2019-07-08T23:59:00.000Z,LIPE4,AZ,A,8.0,18,18,0,1439,25920,27359
6,2019-07-09T00:00:00.000Z,2019-07-09T23:59:00.000Z,LIPE4,AZ,A,8.0,19,19,0,1439,27360,28799
6,2019-07-10T00:00:00.000Z,2019-07-10T23:59:00.000Z,LIPE4,AZ,A,8.0,20,20,0,1439,28800,30239
6,2019-07-11T00:00:00.000Z,2019-07-11T23:59:00.000Z,LIPE4,AZ,A,8.0,21,21,0,1439,30240,31679
6,2019-07-12T00:00:00.000Z,2019-07-12T23:59:00.000Z,LIPE4,AZ,A,8.0,22,22,0,1439,31680,33119
6,2019-07-13T00:00:00.000Z,2019-07-13T23:59:00.000Z,LIPE4,AZ,A,8.0,23,23,0,1439,33120,34559
6,2019-07-14T00:00:00.000Z,2019-07-14T23:59:00.000Z,LIPE4,AZ,A,8.0,24,24,0,1439,34560,35999
6,2019-07-15T00:00:00.000Z,2019-07-15T23:59:00.000Z,LIPE4,AZ,A,8.0,25,25,0,1439,36000,37439
6,2019-07-16T00:00:00.000Z,2019-07-16T23:59:00.000Z,LIPE4,AZ,A,8.0,26,26,0,1439,37440,38879
6,2019-07-17T00:00:00.000Z,2019-07-17T23:59:00.000Z,LIPE4,AZ,A,8.0,27,27,0,1439,38880,40319
3,2019-06-20T00:00:00.000Z,2019-06-20T23:59:00.000Z,LFBE,AD,A,8.0,0,0,0,1439,0,1439
3,2019-06-21T00:00:00.000Z,2019-06-21T23:59:00.000Z,LFBE,AD,A,8.0,1,1,0,1439,1440,2879
3,2019-06-22T00:00:00.000Z,2019-06-22T23:59:00.000Z,LFBE,AD,A,8.0,2,2,0,1439,2880,4319
3,2019-06-23T00:00:00.000Z,2019-06-23T23:59:00.000Z,LFBE,AD,A,8.0,3,3,0,1439,4320,5759
3,2019-06-24T00:00:00.000Z,2019-06-24T23:59:00.000Z,LFBE,AD,A,8.0,4,4,0,1439,5760,7199
3,2019-06-25T00:00:00.000Z,2019-06-25T23:59:00.000Z,LFBE,AD,A,8.0,5,5,0,1439,7200,8639
3,2019-06-26T00:00:00.000Z,2019-06-26T23:59:00.000Z,LFBE,AD,A,8.0,6,6,0,1439,8640,10079
3,2019-06-27T00:00:00.000Z,2019-06-27T23:59:00.000Z,LFBE,AD,A,8.0,7,7,0,1439,10080,11519
3,2019-06-28T00:00:00.000Z,2019-06-28T23:59:00.000Z,LFBE,AD,A,8.0,8,8,0,1439,11520,12959
3,2019-06-29T00:00:00.000Z,2019-06-29T23:59:00.000Z,LFBE,AD,A,8.0,9,9,0,1439,12960,14399
3,2019-06-30T00:00:00.000Z,2019-06-30T23:59:00.000Z,LFBE,AD,A,8.0,10,10,0,1439,14400,15839
3,2019-07-01T00:00:00.000Z,2019-07-01T23:59:00.000Z,LFBE,AD,A,8.0,11,11,0,1439,15840,17279
3,2019-07-02T00:00:00.000Z,2019-07-02T23:59:00.000Z,LFBE,AD,A,8.0,12,12,0,1439,17280,18719
3,2019-07-03T00:00:00.000Z,2019-07-03T23:59:00.000Z,LFBE,AD,A,8.0,13,13,0,1439,18720,20159
3,2019-07-04T00:00:00.000Z,2019-07-04T23:59:00.000Z,LFBE,AD,A,8.0,14,14,0,1439,20160,21599
3,2019-07-05T00:00:00.000Z,2019-07-05T23:59:00.000Z,LFBE,AD,A,8.0,15,15,0,1439,21600,23039
3,2019-07-06T00:00:00.000Z,2019-07-06T23:59:00.000Z,LFBE,AD,A,8.0,16,16,0,1439,23040,24479
3,2019-07-07T00:00:00.000Z,2019-07-07T23:59:00.000Z,LFBE,AD,A,8.0,17,17,0,1439,24480,25919
3,2019-07-08T00:00:00.000Z,2019-07-08T23:59:00.000Z,LFBE,AD,A,8.0,18,18,0,1439,25920,27359
3,2019-07-09T00:00:00.000Z,2019-07-09T23:59:00.000Z,LFBE,AD,A,8.0,19,19,0,1439,27360,28799
3,2019-07-10T00:00:00.000Z,2019-07-10T23:59:00.000Z,LFBE,AD,A,8.0,20,20,0,1439,28800,30239
3,2019-07-11T00:00:00.000Z,2019-07-11T23:59:00.000Z,LFBE,AD,A,8.0,21,21,0,1439,30240,31679
3,2019-07-12T00:00:00.000Z,2019-07-12T23:59:00.000Z,LFBE,AD,A,8.0,22,22,0,1439,31680,33119
3,2019-07-13T00:00:00.000Z,2019-07-13T23:59:00.000Z,LFBE,AD,A,8.0,23,23,0,1439,33120,34559
3,2019-07-14T00:00:00.000Z,2019-07-14T23:59:00.000Z,LFBE,AD,A,8.0,24,24,0,1439,34560,35999
3,2019-07-15T00:00:00.000Z,2019-07-15T23:59:00.000Z,LFBE,AD,A,8.0,25,25,0,1439,36000,37439
3,2019-07-16T00:00:00.000Z,2019-07-16T23:59:00.000Z,LFBE,AD,A,8.0,26,26,0,1439,37440,38879
3,2019-07-17T00:00:00.000Z,2019-07-17T23:59:00.000Z,LFBE,AD,A,8.0,27,27,0,1439,38880,40319
6,2019-06-20T00:00:00.000Z,2019-06-20T23:59:00.000Z,LICJ,AD,A,8.0,0,0,0,1439,0,1439
6,2019-06-21T00:00:00.000Z,2019-06-21T23:59:00.000Z,LICJ,AD,A,8.0,1,1,0,1439,1440,2879
6,2019-06-22T00:00:00.000Z,2019-06-22T23:59:00.000Z,LICJ,AD,A,8.0,2,2,0,1439,2880,4319
6,2019-06-23T00:00:00.000Z,2019-06-23T23:59:00.000Z,LICJ,AD,A,8.0,3,3,0,1439,4320,5759
6,2019-06-24T00:00:00.000Z,2019-06-24T23:59:00.000Z,LICJ,AD,A,8.0,4,4,0,1439,5760,7199
6,2019-06-25T00:00:00.000Z,2019-06-25T23:59:00.000Z,LICJ,AD,A,8.0,5,5,0,1439,7200,8639
6,2019-06-26T00:00:00.000Z,2019-06-26T23:59:00.000Z,LICJ,AD,A,8.0,6,6,0,1439,8640,10079
6,2019-06-27T00:00:00.000Z,2019-06-27T23:59:00.000Z,LICJ,AD,A,8.0,7,7,0,1439,10080,11519
6,2019-06-28T00:00:00.000Z,2019-06-28T23:59:00.000Z,LICJ,AD,A,8.0,8,8,0,1439,11520,12959
6,2019-06-29T00:00:00.000Z,2019-06-29T23:59:00.000Z,LICJ,AD,A,8.0,9,9,0,1439,12960,14399
6,2019-06-30T00:00:00.000Z,2019-06-30T23:59:00.000Z,LICJ,AD,A,8.0,10,10,0,1439,14400,15839
6,2019-07-01T00:00:00.000Z,2019-07-01T23:59:00.000Z,LICJ,AD,A,8.0,11,11,0,1439,15840,17279
6,2019-07-02T00:00:00.000Z,2019-07-02T23:59:00.000Z,LICJ,AD,A,8.0,12,12,0,1439,17280,18719
6,2019-07-03T00:00:00.000Z,2019-07-03T23:59:00.000Z,LICJ,AD,A,8.0,13,13,0,1439,18720,20159
6,2019-07-04T00:00:00.000Z,2019-07-04T23:59:00.000Z,LICJ,AD,A,8.0,14,14,0,1439,20160,21599
6,2019-07-05T00:00:00.000Z,2019-07-05T23:59:00.000Z,LICJ,AD,A,8.0,15,15,0,1439,21600,23039
6,2019-07-06T00:00:00.000Z,2019-07-06T23:59:00.000Z,LICJ,AD,A,8.0,16,16,0,1439,23040,24479
6,2019-07-07T00:00:00.000Z,2019-07-07T23:59:00.000Z,LICJ,AD,A,8.0,17,17,0,1439,24480,25919
6,2019-07-08T00:00:00.000Z,2019-07-08T23:59:00.000Z,LICJ,AD,A,8.0,18,18,0,1439,25920,27359
6,2019-07-09T00:00:00.000Z,2019-07-09T23:59:00.000Z,LICJ,AD,A,8.0,19,19,0,1439,27360,28799
6,2019-07-10T00:00:00.000Z,2019-07-10T23:59:00.000Z,LICJ,AD,A,8.0,20,20,0,1439,28800,30239
6,2019-07-11T00:00:00.000Z,2019-07-11T23:59:00.000Z,LICJ,AD,A,8.0,21,21,0,1439,30240,31679
6,2019-07-12T00:00:00.000Z,2019-07-12T23:59:00.000Z,LICJ,AD,A,8.0,22,22,0,1439,31680,33119
6,2019-07-13T00:00:00.000Z,2019-07-13T23:59:00.000Z,LICJ,AD,A,8.0,23,23,0,1439,33120,34559
6,2019-07-14T00:00:00.000Z,2019-07-14T23:59:00.000Z,LICJ,AD,A,8.0,24,24,0,1439,34560,35999
6,2019-07-15T00:00:00.000Z,2019-07-15T23:59:00.000Z,LICJ,AD,A,8.0,25,25,0,1439,36000,37439
6,2019-07-16T00:00:00.000Z,2019-07-16T23:59:00.000Z,LICJ,AD,A,8.0,26,26,0,1439,37440,38879
6,2019-07-17T00:00:00.000Z,2019-07-17T23:59:00.000Z,LICJ,AD,A,8.0,27,27,0,1439,38880,40319
0,2019-06-20T00:00:00.000Z,2019-06-20T23:59:00.000Z,LIRN,AD,A,8.0,0,0,0,1439,0,1439
0,2019-06-21T00:00:00.000Z,2019-06-21T23:59:00.000Z,LIRN,AD,A,8.0,1,1,0,1439,1440,2879
0,2019-06-22T00:00:00.000Z,2019-06-22T23:59:00.000Z,LIRN,AD,A,8.0,2,2,0,1439,2880,4319
0,2019-06-23T00:00:00.000Z,2019-06-23T23:59:00.000Z,LIRN,AD,A,8.0,3,3,0,1439,4320,5759
0,2019-06-24T00:00:00.000Z,2019-06-24T23:59:00.000Z,LIRN,AD,A,8.0,4,4,0,1439,5760,7199
0,2019-06-25T00:00:00.000Z,2019-06-25T23:59:00.000Z,LIRN,AD,A,8.0,5,5,0,1439,7200,8639
0,2019-06-26T00:00:00.000Z,2019-06-26T23:59:00.000Z,LIRN,AD,A,8.0,6,6,0,1439,8640,10079
0,2019-06-27T00:00:00.000Z,2019-06-27T23:59:00.000Z,LIRN,AD,A,8.0,7,7,0,1439,10080,11519
0,2019-06-28T00:00:00.000Z,2019-06-28T23:59:00.000Z,LIRN,AD,A,8.0,8,8,0,1439,11520,12959
0,2019-06-29T00:00:00.000Z,2019-06-29T23:59:00.000Z,LIRN,AD,A,8.0,9,9,0,1439,12960,14399
0,2019-06-30T00:00:00.000Z,2019-06-30T23:59:00.000Z,LIRN,AD,A,8.0,10,10,0,1439,14400,15839
0,2019-07-01T00:00:00.000Z,2019-07-01T23:59:00.000Z,LIRN,AD,A,8.0,11,11,0,1439,15840,17279
0,2019-07-02T00:00:00.000Z,2019-07-02T23:59:00.000Z,LIRN,AD,A,8.0,12,12,0,1439,17280,18719
0,2019-07-03T00:00:00.000Z,2019-07-03T23:59:00.000Z,LIRN,AD,A,8.0,13,13,0,1439,18720,20159
0,2019-07-04T00:00:00.000Z,2019-07-04T23:59:00.000Z,LIRN,AD,A,8.0,14,14,0,1439,20160,21599
0,2019-07-05T00:00:00.000Z,2019-07-05T23:59:00.000Z,LIRN,AD,A,8.0,15,15,0,1439,21600,23039
0,2019-07-06T00:00:00.000Z,2019-07-06T23:59:00.000Z,LIRN,AD,A,8.0,16,16,0,1439,23040,24479
0,2019-07-07T00:00:00.000Z,2019-07-07T23:59:00.000Z,LIRN,AD,A,8.0,17,17,0,1439,24480,25919
0,2019-07-08T00:00:00.000Z,2019-07-08T23:59:00.000Z,LIRN,AD,A,8.0,18,18,0,1439,25920,27359
0,2019-07-09T00:00:00.000Z,2019-07-09T23:59:00.000Z,LIRN,AD,A,8.0,19,19,0,1439,27360,28799
0,2019-07-10T00:00:00.000Z,2019-07-10T23:59:00.000Z,LIRN,AD,A,8.0,20,20,0,1439,28800,30239
0,2019-07-11T00:00:00.000Z,2019-07-11T23:59:00.000Z,LIRN,AD,A,8.0,21,21,0,1439,30240,31679
0,2019-07-12T00:00:00.000Z,2019-07-12T23:59:00.000Z,LIRN,AD,A,8.0,22,22,0,1439,31680,33119
0,2019-07-13T00:00:00.000Z,2019-07-13T23:59:00.000Z,LIRN,AD,A,8.0,23,23,0,1439,33120,34559
0,2019-07-14T00:00:00.000Z,2019-07-14T23:59:00.000Z,LIRN,AD,A,8.0,24,24,0,1439,34560,35999
0,2019-07-15T00:00:00.000Z,2019-07-15T23:59:00.000Z,LIRN,AD,A,8.0,25,25,0,1439,36000,37439
0,2019-07-16T00:00:00.000Z,2019-07-16T23:59:00.000Z,LIRN,AD,A,8.0,26,26,0,1439,37440,38879
0,2019-07-17T00:00:00.000Z,2019-07-17T23:59:00.000Z,LIRN,AD,A,8.0,27,27,0,1439,38880,40319
0,2019-06-20T00:00:00.000Z,2019-06-20T23:59:00.000Z,LOWW,AD,A,8.0,0,0,0,1439,0,1439
0,2019-06-21T00:00:00.000Z,2019-06-21T23:59:00.000Z,LOWW,AD,A,8.0,1,1,0,1439,1440,2879
0,2019-06-22T00:00:00.000Z,2019-06-22T23:59:00.000Z,LOWW,AD,A,8.0,2,2,0,1439,2880,4319
0,2019-06-23T00:00:00.000Z,2019-06-23T23:59:00.000Z,LOWW,AD,A,8.0,3,3,0,1439,4320,5759
0,2019-06-24T00:00:00.000Z,2019-06-24T23:59:00.000Z,LOWW,AD,A,8.0,4,4,0,1439,5760,7199
0,2019-06-25T00:00:00.000Z,2019-06-25T23:59:00.000Z,LOWW,AD,A,8.0,5,5,0,1439,7200,8639
0,2019-06-26T00:00:00.000Z,2019-06-26T23:59:00.000Z,LOWW,AD,A,8.0,6,6,0,1439,8640,10079
0,2019-06-27T00:00:00.000Z,2019-06-27T23:59:00.000Z,LOWW,AD,A,8.0,7,7,0,1439,10080,11519
0,2019-06-28T00:00:00.000Z,2019-06-28T23:59:00.000Z,LOWW,AD,A,8.0,8,8,0,1439,11520,12959
0,2019-06-29T00:00:00.000Z,2019-06-29T23:59:00.000Z,LOWW,AD,A,8.0,9,9,0,1439,12960,14399
0,2019-06-30T00:00:00.000Z,2019-06-30T23:59:00.000Z,LOWW,AD,A,8.0,10,10,0,1439,14400,15839
0,2019-07-01T00:00:00.000Z,2019-07-01T23:59:00.000Z,LOWW,AD,A,8.0,11,11,0,1439,15840,17279
0,2019-07-02T00:00:00.000Z,2019-07-02T23:59:00.000Z,LOWW,AD,A,8.0,12,12,0,1439,17280,18719
0,2019-07-03T00:00:00.000Z,2019-07-03T23:59:00.000Z,LOWW,AD,A,8.0,13,13,0,1439,18720,20159
0,2019-07-04T00:00:00.000Z,2019-07-04T23:59:00.000Z,LOWW,AD,A,8.0,14,14,0,1439,20160,21599
0,2019-07-05T00:00:00.000Z,2019-07-05T23:59:00.000Z,LOWW,AD,A,8.0,15,15,0,1439,21600,23039
0,2019-07-06T00:00:00.000Z,2019-07-06T23:59:00.000Z,LOWW,AD,A,8.0,16,16,0,1439,23040,24479
0,2019-07-07T00:00:00.000Z,2019-07-07T23:59:00.000Z,LOWW,AD,A,8.0,17,17,0,1439,24480,25919
0,2019-07-08T00:00:00.000Z,2019-07-08T23:59:00.000Z,LOWW,AD,A,8.0,18,18,0,1439,25920,27359
0,2019-07-09T00:00:00.000Z,2019-07-09T23:59:00.000Z,LOWW,AD,A,8.0,19,19,0,1439,27360,28799
0,2019-07-10T00:00:00.000Z,2019-07-10T23:59:00.000Z,LOWW,AD,A,8.0,20,20,0,1439,28800,30239
0,2019-07-11T00:00:00.000Z,2019-07-11T23:59:00.000Z,LOWW,AD,A,8.0,21,21,0,1439,30240,31679
0,2019-07-12T00:00:00.000Z,2019-07-12T23:59:00.000Z,LOWW,AD,A,8.0,22,22,0,1439,31680,33119
0,2019-07-13T00:00:00.000Z,2019-07-13T23:59:00.000Z,LOWW,AD,A,8.0,23,23,0,1439,33120,34559
0,2019-07-14T00:00:00.000Z,2019-07-14T23:59:00.000Z,LOWW,AD,A,8.0,24,24,0,1439,34560,35999
0,2019-07-15T00:00:00.000Z,2019-07-15T23:59:00.000Z,LOWW,AD,A,8.0,25,25,0,1439,36000,37439
0,2019-07-16T00:00:00.000Z,2019-07-16T23:59:00.000Z,LOWW,AD,A,8.0,26,26,0,1439,37440,38879
0,2019-07-17T00:00:00.000Z,2019-07-17T23:59:00.000Z,LOWW,AD,A,8.0,27,27,0,1439,38880,40319
5,2019-06-20T00:00:00.000Z,2019-06-20T23:59:00.000Z,LTBA,AD,A,8.0,0,0,0,1439,0,1439
5,2019-06-21T00:00:00.000Z,2019-06-21T23:59:00.000Z,LTBA,AD,A,8.0,1,1,0,1439,1440,2879
5,2019-06-22T00:00:00.000Z,2019-06-22T23:59:00.000Z,LTBA,AD,A,8.0,2,2,0,1439,2880,4319
5,2019-06-23T00:00:00.000Z,2019-06-23T23:59:00.000Z,LTBA,AD,A,8.0,3,3,0,1439,4320,5759
5,2019-06-24T00:00:00.000Z,2019-06-24T23:59:00.000Z,LTBA,AD,A,8.0,4,4,0,1439,5760,7199
5,2019-06-25T00:00:00.000Z,2019-06-25T23:59:00.000Z,LTBA,AD,A,8.0,5,5,0,1439,7200,8639
5,2019-06-26T00:00:00.000Z,2019-06-26T23:59:00.000Z,LTBA,AD,A,8.0,6,6,0,1439,8640,10079
5,2019-06-27T00:00:00.000Z,2019-06-27T23:59:00.000Z,LTBA,AD,A,8.0,7,7,0,1439,10080,11519
5,2019-06-28T00:00:00.000Z,2019-06-28T23:59:00.000Z,LTBA,AD,A,8.0,8,8,0,1439,11520,12959
5,2019-06-29T00:00:00.000Z,2019-06-29T23:59:00.000Z,LTBA,AD,A,8.0,9,9,0,1439,12960,14399
5,2019-06-30T00:00:00.000Z,2019-06-30T23:59:00.000Z,LTBA,AD,A,8.0,10,10,0,1439,14400,15839
5,2019-07-01T00:00:00.000Z,2019-07-01T23:59:00.000Z,LTBA,AD,A,8.0,11,11,0,1439,15840,17279
5,2019-07-02T00:00:00.000Z,2019-07-02T23:59:00.000Z,LTBA,AD,A,8.0,12,12,0,1439,17280,18719
5,2019-07-03T00:00:00.000Z,2019-07-03T23:59:00.000Z,LTBA,AD,A,8.0,13,13,0,1439,18720,20159
5,2019-07-04T00:00:00.000Z,2019-07-04T23:59:00.000Z,LTBA,AD,A,8.0,14,14,0,1439,20160,21599
5,2019-07-05T00:00:00.000Z,2019-07-05T23:59:00.000Z,LTBA,AD,A,8.0,15,15,0,1439,21600,23039
5,2019-07-06T00:00:00.000Z,2019-07-06T23:59:00.000Z,LTBA,AD,A,8.0,16,16,0,1439,23040,24479
5,2019-07-07T00:00:00.000Z,2019-07-07T23:59:00.000Z,LTBA,AD,A,8.0,17,17,0,1439,24480,25919
5,2019-07-08T00:00:00.000Z,2019-07-08T23:59:00.000Z,LTBA,AD,A,8.0,18,18,0,1439,25920,27359
5,2019-07-09T00:00:00.000Z,2019-07-09T23:59:00.000Z,LTBA,AD,A,8.0,19,19,0,1439,27360,28799
5,2019-07-10T00:00:00.000Z,2019-07-10T23:59:00.000Z,LTBA,AD,A,8.0,20,20,0,1439,28800,30239
5,2019-07-11T00:00:00.000Z,2019-07-11T23:59:00.000Z,LTBA,AD,A,8.0,21,21,0,1439,30240,31679
5,2019-07-12T00:00:00.000Z,2019-07-12T23:59:00.000Z,LTBA,AD,A,8.0,22,22,0,1439,31680,33119
5,2019-07-13T00:00:00.000Z,2019-07-13T23:59:00.000Z,LTBA,AD,A,8.0,23,23,0,1439,33120,34559
5,2019-07-14T00:00:00.000Z,2019-07-14T23:59:00.000Z,LTBA,AD,A,8.0,24,24,0,1439,34560,35999
5,2019-07-15T00:00:00.000Z,2019-07-15T23:59:00.000Z,LTBA,AD,A,8.0,25,25,0,1439,36000,37439
5,2019-07-16T00:00:00.000Z,2019-07-16T23:59:00.000Z,LTBA,AD,A,8.0,26,26,0,1439,37440,38879
5,2019-07-17T00:00:00.000Z,2019-07-17T23:59:00.000Z,LTBA,AD,A,8.0,27,27,0,1439,38880,40319
36,2019-06-20T00:00:00.000Z,2019-06-20T23:59:00.000Z,EDDF,AD,A,8.0,0,0,0,1439,0,1439
36,2019-06-21T00:00:00.000Z,2019-06-21T23:59:00.000Z,EDDF,AD,A,8.0,1,1,0,1439,1440,2879
36,2019-06-22T00:00:00.000Z,2019-06-22T23:59:00.000Z,EDDF,AD,A,8.0,2,2,0,1439,2880,4319
36,2019-06-23T00:00:00.000Z,2019-06-23T23:59:00.000Z,EDDF,AD,A,8.0,3,3,0,1439,4320,5759
36,2019-06-24T00:00:00.000Z,2019-06-24T23:59:00.000Z,EDDF,AD,A,8.0,4,4,0,1439,5760,7199
36,2019-06-25T00:00:00.000Z,2019-06-25T23:59:00.000Z,EDDF,AD,A,8.0,5,5,0,1439,7200,8639
36,2019-06-26T00:00:00.000Z,2019-06-26T23:59:00.000Z,EDDF,AD,A,8.0,6,6,0,1439,8640,10079
36,2019-06-27T00:00:00.000Z,2019-06-27T23:59:00.000Z,EDDF,AD,A,8.0,7,7,0,1439,10080,11519
36,2019-06-28T00:00:00.000Z,2019-06-28T23:59:00.000Z,EDDF,AD,A,8.0,8,8,0,1439,11520,12959
36,2019-06-29T00:00:00.000Z,2019-06-29T23:59:00.000Z,EDDF,AD,A,8.0,9,9,0,1439,12960,14399
36,2019-06-30T00:00:00.000Z,2019-06-30T23:59:00.000Z,EDDF,AD,A,8.0,10,10,0,1439,14400,15839
36,2019-07-01T00:00:00.000Z,2019-07-01T23:59:00.000Z,EDDF,AD,A,8.0,11,11,0,1439,15840,17279
36,2019-07-02T00:00:00.000Z,2019-07-02T23:59:00.000Z,EDDF,AD,A,8.0,12,12,0,1439,17280,18719
36,2019-07-03T00:00:00.000Z,2019-07-03T23:59:00.000Z,EDDF,AD,A,8.0,13,13,0,1439,18720,20159
36,2019-07-04T00:00:00.000Z,2019-07-04T23:59:00.000Z,EDDF,AD,A,8.0,14,14,0,1439,20160,21599
36,2019-07-05T00:00:00.000Z,2019-07-05T23:59:00.000Z,EDDF,AD,A,8.0,15,15,0,1439,21600,23039
36,2019-07-06T00:00:00.000Z,2019-07-06T23:59:00.000Z,EDDF,AD,A,8.0,16,16,0,1439,23040,24479
