RegulationID,Capacity,StartTimestamp,EndTimestamp,ReferenceLocationName,ReferenceLocationType,ReferenceLocationRole,SlotWindowWidth,SlotSliceWidth
EBBRA04,12,2019-08-04T22:00:00.000Z,2019-08-05T04:00:00.000Z,EBBR/MB,AZ,A,10,20
EBBRA31A,33,2019-07-31T17:20:00.000Z,2019-07-31T19:20:00.000Z,EBBR/MB,AZ,A,6,20
EBBRA26,30,2019-07-26T06:00:00.000Z,2019-07-26T07:40:00.000Z,EBBR/MB,AZ,A,6,20
EBBRA25,28,2019-07-25T05:00:00.000Z,2019-07-25T09:00:00.000Z,EBBR/MB,AZ,A,10,20
EBBRA25A,30,2019-07-25T17:00:00.000Z,2019-07-25T18:40:00.000Z,EBBR/MB,AZ,A,6,20
EBBRA23,30,2019-07-23T17:00:00.000Z,2019-07-23T19:00:00.000Z,EBBR/MB,AZ,A,10,20
EBBRMG21,0,2019-07-21T14:04:00.000Z,2019-07-21T14:28:00.000Z,EBBR/MB,AZ,G,10,20
EDGFA11A,59,2019-08-11T16:40:00.000Z,2019-08-11T19:00:00.000Z,EDDF,AD,A,6,20
EDDFA12A,49,2019-08-12T16:40:00.000Z,2019-08-12T17:00:00.000Z,EDDF,AD,A,6,20
EDDFA12A,15,2019-08-12T17:00:00.000Z,2019-08-12T18:09:00.000Z,EDDF,AD,A,6,20
EDGFA09A,30,2019-08-09T17:30:00.000Z,2019-08-09T18:20:00.000Z,EDDF,AD,A,6,20
EDGFA09A,50,2019-08-09T19:30:00.000Z,2019-08-09T19:43:00.000Z,EDDF,AD,A,6,20
EDGFA09A,43,2019-08-09T16:30:00.000Z,2019-08-09T17:30:00.000Z,EDDF,AD,A,6,20
EDGFA09A,43,2019-08-09T18:20:00.000Z,2019-08-09T19:30:00.000Z,EDDF,AD,A,6,20
EDDFA07E,55,2019-08-07T07:20:00.000Z,2019-08-07T08:39:00.000Z,EDDF,AD,A,10,20
EDDFA07E,30,2019-08-07T06:30:00.000Z,2019-08-07T07:20:00.000Z,EDDF,AD,A,10,20
EDGFA06L,36,2019-08-06T16:57:00.000Z,2019-08-06T21:00:00.000Z,EDDF,AD,A,10,20
EDGFA06L,47,2019-08-06T16:40:00.000Z,2019-08-06T16:57:00.000Z,EDDF,AD,A,10,20
EDDFA07E,44,2019-08-07T04:40:00.000Z,2019-08-07T06:30:00.000Z,EDDF,AD,A,10,20
EDGFA06A,48,2019-08-06T12:40:00.000Z,2019-08-06T14:27:00.000Z,EDDF,AD,A,6,20
EDDFA02,60,2019-08-02T15:50:00.000Z,2019-08-02T16:19:00.000Z,EDDF,AD,A,10,20
EDDFA02,35,2019-08-02T13:00:00.000Z,2019-08-02T15:00:00.000Z,EDDF,AD,A,10,20
EDDFA02,42,2019-08-02T15:00:00.000Z,2019-08-02T15:50:00.000Z,EDDF,AD,A,10,20
EDDFA28A,43,2019-07-28T12:20:00.000Z,2019-07-28T20:00:00.000Z,EDDF,AD,A,6,20
EDDFA28A,60,2019-07-28T20:00:00.000Z,2019-07-28T20:24:00.000Z,EDDF,AD,A,6,20
EDDFA26,40,2019-07-26T15:40:00.000Z,2019-07-26T16:20:00.000Z,EDDF,AD,A,6,20
EDDFA26,45,2019-07-26T16:20:00.000Z,2019-07-26T17:30:00.000Z,EDDF,AD,A,6,20
EDDFA26,56,2019-07-26T17:30:00.000Z,2019-07-26T18:58:00.000Z,EDDF,AD,A,6,20
EDDFA27A,51,2019-07-27T12:20:00.000Z,2019-07-27T15:40:00.000Z,EDDF,AD,A,6,20
EDDFA19A,55,2019-07-19T17:00:00.000Z,2019-07-19T19:40:00.000Z,EDDF,AD,A,6,20
EDGFD02A,38,2019-08-02T12:21:00.000Z,2019-08-02T14:23:00.000Z,EDDF,AD,D,10,20
EDGFD02A,47,2019-08-02T12:02:00.000Z,2019-08-02T12:21:00.000Z,EDDF,AD,D,10,20
EDDGG26,0,2019-07-26T16:10:00.000Z,2019-07-26T17:19:00.000Z,EDDG,AD,G,10,20
EDWHA07A,0,2019-08-07T14:20:00.000Z,2019-08-07T15:38:00.000Z,EDDH,AD,A,10,20
EDWHA31M,17,2019-07-31T07:00:00.000Z,2019-07-31T10:30:00.000Z,EDDH,AD,A,10,20
EDDHA25M,17,2019-07-25T07:20:00.000Z,2019-07-25T09:40:00.000Z,EDDH,AD,A,10,20
EDDHA24,17,2019-07-24T07:00:00.000Z,2019-07-24T10:17:00.000Z,EDDH,AD,A,10,20
EDDHA24A,17,2019-07-24T15:00:00.000Z,2019-07-24T15:10:00.000Z,EDDH,AD,A,10,20
EDDHA24A,24,2019-07-24T15:10:00.000Z,2019-07-24T17:40:00.000Z,EDDH,AD,A,10,20
EDDHA18M,17,2019-07-18T05:20:00.000Z,2019-07-18T09:30:00.000Z,EDDH,AD,A,10,20
EDDHA18,17,2019-07-18T14:40:00.000Z,2019-07-18T17:10:00.000Z,EDDH,AD,A,10,20
EDDHA18,24,2019-07-18T17:10:00.000Z,2019-07-18T17:40:00.000Z,EDDH,AD,A,10,20
EDDKA13N,28,2019-08-13T21:20:00.000Z,2019-08-13T23:00:00.000Z,EDDK,AD,A,10,20
EDGKA14N,28,2019-08-14T21:20:00.000Z,2019-08-14T23:00:00.000Z,EDDK,AD,A,10,20
EDGKA12N,28,2019-08-12T21:20:00.000Z,2019-08-12T23:59:00.000Z,EDDK,AD,A,10,20
EDGKA08N,28,2019-08-08T21:00:00.000Z,2019-08-08T23:00:00.000Z,EDDK,AD,A,10,20
EDGKA09N,28,2019-08-09T21:20:00.000Z,2019-08-09T23:40:00.000Z,EDDK,AD,A,10,20
EDGKA06N,28,2019-08-06T21:20:00.000Z,2019-08-06T23:20:00.000Z,EDDK,AD,A,10,20
EDGKA07N,28,2019-08-07T21:20:00.000Z,2019-08-07T23:00:00.000Z,EDDK,AD,A,10,20
EDGKA05N,28,2019-08-05T21:20:00.000Z,2019-08-05T21:30:00.000Z,EDDK,AD,A,10,20
EDGKA02N,28,2019-08-02T21:20:00.000Z,2019-08-02T23:00:00.000Z,EDDK,AD,A,10,20
EDGKA01N,28,2019-08-01T21:20:00.000Z,2019-08-01T23:00:00.000Z,EDDK,AD,A,10,20
EDGKA31N,28,2019-07-31T21:20:00.000Z,2019-07-31T23:00:00.000Z,EDDK,AD,A,10,20
EDGKA30N,28,2019-07-30T21:20:00.000Z,2019-07-30T23:00:00.000Z,EDDK,AD,A,10,20
EDGKA29N,28,2019-07-29T21:00:00.000Z,2019-07-29T21:10:00.000Z,EDDK,AD,A,10,20
EDDKA26,26,2019-07-26T21:00:00.000Z,2019-07-26T23:00:00.000Z,EDDK,AD,A,10,20
EDDKA23,28,2019-07-23T21:00:00.000Z,2019-07-23T23:00:00.000Z,EDDK,AD,A,10,20
EDDKA24N,28,2019-07-24T21:20:00.000Z,2019-07-24T23:20:00.000Z,EDDK,AD,A,10,20
EDDKA22,28,2019-07-22T21:20:00.000Z,2019-07-22T23:20:00.000Z,EDDK,AD,A,10,20
EDDKA18N,28,2019-07-18T21:20:00.000Z,2019-07-18T23:20:00.000Z,EDDK,AD,A,10,20
EDDKA19,29,2019-07-19T21:20:00.000Z,2019-07-19T22:40:00.000Z,EDDK,AD,A,10,20
EDGLA14M,25,2019-08-14T07:00:00.000Z,2019-08-14T08:20:00.000Z,EDDL,AD,A,10,20
EDGLA14M,33,2019-08-14T08:20:00.000Z,2019-08-14T08:40:00.000Z,EDDL,AD,A,10,20
EDGLA12A,30,2019-08-12T19:00:00.000Z,2019-08-12T19:25:00.000Z,EDDL,AD,A,10,20
EDGLA12A,35,2019-08-12T19:25:00.000Z,2019-08-12T21:20:00.000Z,EDDL,AD,A,10,20
EDGLA12A,8,2019-08-12T15:20:00.000Z,2019-08-12T16:40:00.000Z,EDDL,AD,A,10,20
EDGLA12A,20,2019-08-12T16:40:00.000Z,2019-08-12T19:00:00.000Z,EDDL,AD,A,10,20
EDGLA11A,24,2019-08-11T15:20:00.000Z,2019-08-11T16:40:00.000Z,EDDL,AD,A,10,20
EDGLA08N,36,2019-08-08T19:20:00.000Z,2019-08-08T21:00:00.000Z,EDDL,AD,A,6,20
EDGLA09M,24,2019-08-09T07:00:00.000Z,2019-08-09T08:20:00.000Z,EDDL,AD,A,10,20
EDGLA05N,36,2019-08-05T19:00:00.000Z,2019-08-05T21:00:00.000Z,EDDL,AD,A,6,20
EDGLA04A,24,2019-08-04T14:40:00.000Z,2019-08-04T16:40:00.000Z,EDDL,AD,A,10,20
EDGLA04N,36,2019-08-04T19:20:00.000Z,2019-08-04T21:00:00.000Z,EDDL,AD,A,10,20
EDGLA02L,20,2019-08-02T13:20:00.000Z,2019-08-02T16:20:00.000Z,EDDL,AD,A,10,20
EDGLA01M,25,2019-08-01T06:40:00.000Z,2019-08-01T08:20:00.000Z,EDDL,AD,A,10,20
EDGLA01M,33,2019-08-01T08:20:00.000Z,2019-08-01T08:40:00.000Z,EDDL,AD,A,10,20
EDGLA02A,24,2019-08-02T17:00:00.000Z,2019-08-02T19:00:00.000Z,EDDL,AD,A,10,20
EDGLA02N,36,2019-08-02T19:20:00.000Z,2019-08-02T21:00:00.000Z,EDDL,AD,A,6,20
EDGLA01N,36,2019-08-01T19:20:00.000Z,2019-08-01T21:00:00.000Z,EDDL,AD,A,10,20
EDGLA31N,36,2019-07-31T19:20:00.000Z,2019-07-31T21:00:00.000Z,EDDL,AD,A,10,20
EDGLA30N,36,2019-07-30T19:20:00.000Z,2019-07-30T21:00:00.000Z,EDDL,AD,A,10,20
EDGLA29N,36,2019-07-29T19:20:00.000Z,2019-07-29T21:00:00.000Z,EDDL,AD,A,6,20
EDDLA28L,37,2019-07-28T19:20:00.000Z,2019-07-28T21:00:00.000Z,EDDL,AD,A,10,20
EDDLA28M,24,2019-07-28T10:40:00.000Z,2019-07-28T12:40:00.000Z,EDDL,AD,A,10,20
EDDLA26N,30,2019-07-26T19:00:00.000Z,2019-07-26T19:10:00.000Z,EDDL,AD,A,10,20
EDDLA26A,24,2019-07-26T15:30:00.000Z,2019-07-26T16:41:00.000Z,EDDL,AD,A,10,20
EDDLA27,24,2019-07-27T10:00:00.000Z,2019-07-27T12:40:00.000Z,EDDL,AD,A,10,20
EDDLA23,36,2019-07-23T19:20:00.000Z,2019-07-23T21:00:00.000Z,EDDL,AD,A,10,20
EDDLA25A,34,2019-07-25T19:20:00.000Z,2019-07-25T21:20:00.000Z,EDDL,AD,A,10,20
EDDLA25M,25,2019-07-25T06:40:00.000Z,2019-07-25T08:20:00.000Z,EDDL,AD,A,10,20
EDDLA23L,23,2019-07-23T17:00:00.000Z,2019-07-23T19:00:00.000Z,EDDL,AD,A,10,20
EDDLA24N,33,2019-07-24T19:20:00.000Z,2019-07-24T21:20:00.000Z,EDDL,AD,A,10,20
EDDLA22,36,2019-07-22T19:20:00.000Z,2019-07-22T21:00:00.000Z,EDDL,AD,A,10,20
EDDLA22E,25,2019-07-22T07:00:00.000Z,2019-07-22T08:20:00.000Z,EDDL,AD,A,10,20
EDDLA21E,24,2019-07-21T11:00:00.000Z,2019-07-21T13:00:00.000Z,EDDL,AD,A,10,20
EDDLA20M,24,2019-07-20T11:40:00.000Z,2019-07-20T13:00:00.000Z,EDDL,AD,A,10,20
EDDLA18N,37,2019-07-18T19:20:00.000Z,2019-07-18T21:00:00.000Z,EDDL,AD,A,10,20
EDDLA19L,37,2019-07-19T19:20:00.000Z,2019-07-19T21:00:00.000Z,EDDL,AD,A,6,20
EDMMA12A,45,2019-08-12T15:00:00.000Z,2019-08-12T16:09:00.000Z,EDDM,AD,A,10,20
EDMMA12N,40,2019-08-12T18:00:00.000Z,2019-08-12T20:20:00.000Z,EDDM,AD,A,6,20
EDMMA12M,43,2019-08-12T07:20:00.000Z,2019-08-12T09:00:00.000Z,EDDM,AD,A,10,20
EDMMA12D,45,2019-08-12T11:20:00.000Z,2019-08-12T13:00:00.000Z,EDDM,AD,A,6,20
EDMMA10M,45,2019-08-10T07:20:00.000Z,2019-08-10T09:00:00.000Z,EDDM,AD,A,6,20
EDMMA10M,51,2019-08-10T09:00:00.000Z,2019-08-10T10:00:00.000Z,EDDM,AD,A,6,20
EDDMA05A,52,2019-08-05T17:20:00.000Z,2019-08-05T18:00:00.000Z,EDDM,AD,A,10,20
EDDMA05A,45,2019-08-05T15:30:00.000Z,2019-08-05T17:20:00.000Z,EDDM,AD,A,10,20
EDDMA01,42,2019-08-01T04:40:00.000Z,2019-08-01T05:04:00.000Z,EDDM,AD,A,10,20
EDDMA28,43,2019-07-28T11:20:00.000Z,2019-07-28T14:00:00.000Z,EDDM,AD,A,10,20
EDDMA28A,42,2019-07-28T15:00:00.000Z,2019-07-28T17:00:00.000Z,EDDM,AD,A,6,20
EDDMA28A,53,2019-07-28T17:00:00.000Z,2019-07-28T18:00:00.000Z,EDDM,AD,A,6,20
EDDMA27E,43,2019-07-27T05:40:00.000Z,2019-07-27T09:13:00.000Z,EDDM,AD,A,6,20
EDDMA27E,38,2019-07-27T04:40:00.000Z,2019-07-27T05:40:00.000Z,EDDM,AD,A,6,20
EDDMA21E,48,2019-07-21T11:20:00.000Z,2019-07-21T12:38:00.000Z,EDDM,AD,A,6,20
EDDMA28L,24,2019-07-28T18:20:00.000Z,2019-07-28T20:20:00.000Z,EDDM,AD,A,10,20
EDDMAN26,24,2019-07-26T17:30:00.000Z,2019-07-26T19:00:00.000Z,EDDM,AD,A,10,20
EDDMAN26,28,2019-07-26T19:00:00.000Z,2019-07-26T20:00:00.000Z,EDDM,AD,A,10,20
EDMMA07A,28,2019-08-07T16:00:00.000Z,2019-08-07T17:10:00.000Z,EDDM,AD,A,10,20
EDMMA07A,24,2019-08-07T15:30:00.000Z,2019-08-07T16:00:00.000Z,EDDM,AD,A,10,20
EDDMS27A,27,2019-07-27T15:00:00.000Z,2019-07-27T16:42:00.000Z,EDDM,AD,A,10,20
EDDNA29,0,2019-07-29T15:30:00.000Z,2019-07-29T16:30:00.000Z,EDDN,AD,A,10,20
EDMPA09N,22,2019-08-09T20:40:00.000Z,2019-08-09T23:00:00.000Z,EDDP,AD,A,10,20
EDDPA06N,21,2019-08-06T20:40:00.000Z,2019-08-06T21:02:00.000Z,EDDP,AD,A,10,20
EDMPA31N,31,2019-07-31T21:30:00.000Z,2019-07-31T23:00:00.000Z,EDDP,AD,A,10,20
EDGSA11A,12,2019-08-11T15:40:00.000Z,2019-08-11T17:40:00.000Z,EDDS,AD,A,10,20
EDGSA09N,15,2019-08-09T18:40:00.000Z,2019-08-09T21:37:00.000Z,EDDS,AD,A,10,20
EDGSA07M,14,2019-08-07T08:00:00.000Z,2019-08-07T08:10:00.000Z,EDDS,AD,A,10,20
EDDSA07,14,2019-08-07T08:00:00.000Z,2019-08-07T10:20:00.000Z,EDDS,AD,A,10,20
EDDSA28,14,2019-07-28T15:40:00.000Z,2019-07-28T17:40:00.000Z,EDDS,AD,A,10,20
EDDSA26N,15,2019-07-26T19:20:00.000Z,2019-07-26T21:40:00.000Z,EDDS,AD,A,10,20
EDDSA26,15,2019-07-26T14:20:00.000Z,2019-07-26T14:30:00.000Z,EDDS,AD,A,10,20
EDWTA02A,8,2019-08-02T14:20:00.000Z,2019-08-02T15:52:00.000Z,EDDT,AD,A,10,20
EDDTA29,13,2019-07-29T17:00:00.000Z,2019-07-29T17:40:00.000Z,EDDT,AD,A,12,20
EDDTA29,17,2019-07-29T17:40:00.000Z,2019-07-29T18:30:00.000Z,EDDT,AD,A,12,20
EDDTA29,10,2019-07-29T15:30:00.000Z,2019-07-29T17:00:00.000Z,EDDT,AD,A,12,20
EDDW14,8,2019-08-14T03:45:00.000Z,2019-08-14T08:15:00.000Z,EDDW,AD,G,16,20
EDWW13L,7,2019-08-13T17:20:00.000Z,2019-08-13T20:30:00.000Z,EDDW,AD,G,10,20
EDWW13M,7,2019-08-13T11:15:00.000Z,2019-08-13T13:00:00.000Z,EDDW,AD,G,16,20
EDWW13A,7,2019-08-13T14:00:00.000Z,2019-08-13T15:45:00.000Z,EDDW,AD,G,10,20
EDWW08N,8,2019-08-08T18:00:00.000Z,2019-08-08T19:52:00.000Z,EDDW,AD,G,10,20
EDWW06M,7,2019-08-06T06:30:00.000Z,2019-08-06T07:30:00.000Z,EDDW,AD,G,10,20
EDWW06A,8,2019-08-06T19:03:00.000Z,2019-08-06T20:20:00.000Z,EDDW,AD,G,10,20
EDWW06A,7,2019-08-06T17:20:00.000Z,2019-08-06T19:03:00.000Z,EDDW,AD,G,10,20
EDWW05A,7,2019-08-05T15:30:00.000Z,2019-08-05T17:07:00.000Z,EDDW,AD,G,10,20
EDWW05M,7,2019-08-05T08:30:00.000Z,2019-08-05T09:30:00.000Z,EDDW,AD,G,10,20
EDWW02M,5,2019-08-02T06:30:00.000Z,2019-08-02T08:00:00.000Z,EDDW,AD,G,15,20
EDDWG23,7,2019-07-23T07:00:00.000Z,2019-07-23T09:20:00.000Z,EDDW,AD,G,15,20
EDDWG18A,8,2019-07-18T17:20:00.000Z,2019-07-18T20:00:00.000Z,EDDW,AD,G,10,20
EDSBT08M,10,2019-08-08T10:40:00.000Z,2019-08-08T12:00:00.000Z,EDSBTL,AZ,G,10,20
EDSBT08A,10,2019-08-08T14:00:00.000Z,2019-08-08T15:40:00.000Z,EDSBTL,AZ,G,10,20
EDSBG26,6,2019-07-26T07:20:00.000Z,2019-07-26T10:00:00.000Z,EDSBTL,AZ,G,10,20
EFHKA14,34,2019-08-14T11:40:00.000Z,2019-08-14T12:51:00.000Z,EFHK,AD,A,6,20
EFHKA11,30,2019-08-11T11:40:00.000Z,2019-08-11T13:20:00.000Z,EFHK,AD,A,6,20
EFHKA12A,34,2019-08-12T11:40:00.000Z,2019-08-12T13:00:00.000Z,EFHK,AD,A,6,20
EFHKA08,34,2019-08-08T11:00:00.000Z,2019-08-08T13:10:00.000Z,EFHK,AD,A,10,20
EFHKA09M,32,2019-08-09T11:20:00.000Z,2019-08-09T13:04:00.000Z,EFHK,AD,A,6,20
EFHKA07A,34,2019-08-07T11:20:00.000Z,2019-08-07T13:20:00.000Z,EFHK,AD,A,6,20
EFHKA23,36,2019-07-23T11:20:00.000Z,2019-07-23T12:05:00.000Z,EFHK,AD,A,10,20
EFHKA22,32,2019-07-22T11:20:00.000Z,2019-07-22T12:20:00.000Z,EFHK,AD,A,10,20
EFHKA22,35,2019-07-22T12:20:00.000Z,2019-07-22T13:37:00.000Z,EFHK,AD,A,10,20
EGCCA02,30,2019-08-02T05:40:00.000Z,2019-08-02T07:17:00.000Z,EGCC,AD,A,10,20
EGCCA24,14,2019-07-24T19:20:00.000Z,2019-07-24T21:36:00.000Z,EGCC,AD,A,10,20
EGFFA13N,0,2019-08-13T02:50:00.000Z,2019-08-13T04:25:00.000Z,EGFF,AD,A,10,20
EGFFA13L,0,2019-08-13T23:00:00.000Z,2019-08-14T03:00:00.000Z,EGFF,AD,A,10,20
EGFFA12N,0,2019-08-12T22:05:00.000Z,2019-08-13T00:40:00.000Z,EGFF,AD,A,10,20
EGFFA22E,0,2019-07-22T01:00:00.000Z,2019-07-22T02:00:00.000Z,EGFF,AD,A,10,20
EGFFA22,0,2019-07-22T02:45:00.000Z,2019-07-22T04:15:00.000Z,EGFF,AD,A,10,20
EGGDA23E,0,2019-07-23T02:00:00.000Z,2019-07-23T03:00:00.000Z,EGGD,AD,A,10,20
EGGWA11,14,2019-08-11T21:20:00.000Z,2019-08-11T23:40:00.000Z,EGGW,AD,A,10,20
EGGWA11,18,2019-08-11T20:40:00.000Z,2019-08-11T21:20:00.000Z,EGGW,AD,A,10,20
EGGWA12,12,2019-08-12T11:00:00.000Z,2019-08-12T12:08:00.000Z,EGGW,AD,A,10,20
EGGWA12A,18,2019-08-12T16:40:00.000Z,2019-08-12T18:26:00.000Z,EGGW,AD,A,10,20
EGGWA11,10,2019-08-11T17:49:00.000Z,2019-08-11T20:40:00.000Z,EGGW,AD,A,10,20
EGGWA09,10,2019-08-09T18:01:00.000Z,2019-08-09T21:26:00.000Z,EGGW,AD,A,12,20
EGGWA07,15,2019-08-07T20:00:00.000Z,2019-08-07T22:07:00.000Z,EGGW,AD,A,10,20
EGGWA03,12,2019-08-03T05:40:00.000Z,2019-08-03T05:55:00.000Z,EGGW,AD,A,10,20
EGGWA02N,15,2019-08-02T20:00:00.000Z,2019-08-02T22:06:00.000Z,EGGW,AD,A,10,20
EGGWA31,18,2019-07-31T16:20:00.000Z,2019-07-31T16:30:00.000Z,EGGW,AD,A,10,20
EGGWA29,18,2019-07-29T15:20:00.000Z,2019-07-29T15:30:00.000Z,EGGW,AD,A,10,20
EGGWA30A,15,2019-07-30T15:00:00.000Z,2019-07-30T19:00:00.000Z,EGGW,AD,A,10,20
EGGWA23,16,2019-07-23T05:20:00.000Z,2019-07-23T07:19:00.000Z,EGGW,AD,A,10,20
EGGWA19,15,2019-07-19T20:00:00.000Z,2019-07-19T21:52:00.000Z,EGGW,AD,A,10,20
EGKKA13A,26,2019-08-13T16:00:00.000Z,2019-08-13T19:20:00.000Z,EGKK,AD,A,10,20
EGKKA14,24,2019-08-14T06:00:00.000Z,2019-08-14T08:17:00.000Z,EGKK,AD,A,10,20
EGKKA14M,28,2019-08-14T10:20:00.000Z,2019-08-14T12:45:00.000Z,EGKK,AD,A,10,20
EGKKA13M,22,2019-08-13T06:00:00.000Z,2019-08-13T10:00:00.000Z,EGKK,AD,A,10,20
EGKKA13M,26,2019-08-13T10:00:00.000Z,2019-08-13T14:18:00.000Z,EGKK,AD,A,10,20
EGKKA11E,23,2019-08-11T06:20:00.000Z,2019-08-11T07:20:00.000Z,EGKK,AD,A,10,20
EGKKA10E,24,2019-08-10T06:00:00.000Z,2019-08-10T07:20:00.000Z,EGKK,AD,A,10,20
EGKKA12,22,2019-08-12T05:40:00.000Z,2019-08-12T06:40:00.000Z,EGKK,AD,A,10,20
EGKKA11E,26,2019-08-11T07:20:00.000Z,2019-08-11T20:20:00.000Z,EGKK,AD,A,10,20
EGKKA10,24,2019-08-10T09:00:00.000Z,2019-08-10T16:55:00.000Z,EGKK,AD,A,10,20
EGKKA12,26,2019-08-12T18:00:00.000Z,2019-08-12T21:00:00.000Z,EGKK,AD,A,10,20
EGKKA12,24,2019-08-12T06:40:00.000Z,2019-08-12T18:00:00.000Z,EGKK,AD,A,10,20
EGKKA12,36,2019-08-12T21:00:00.000Z,2019-08-12T21:46:00.000Z,EGKK,AD,A,10,20
EGKKA09,22,2019-08-09T14:50:00.000Z,2019-08-09T16:40:00.000Z,EGKK,AD,A,10,20
EGKKA09,24,2019-08-09T16:40:00.000Z,2019-08-09T17:40:00.000Z,EGKK,AD,A,10,20
EGKKA09,26,2019-08-09T17:40:00.000Z,2019-08-09T18:20:00.000Z,EGKK,AD,A,10,20
EGKKA08,24,2019-08-08T06:00:00.000Z,2019-08-08T08:01:00.000Z,EGKK,AD,A,10,20
EGKKA09,28,2019-08-09T18:20:00.000Z,2019-08-09T22:16:00.000Z,EGKK,AD,A,10,20
EGKKA09,26,2019-08-09T09:00:00.000Z,2019-08-09T14:50:00.000Z,EGKK,AD,A,10,20
EGKKA09M,24,2019-08-09T06:00:00.000Z,2019-08-09T07:29:00.000Z,EGKK,AD,A,10,20
EGKKA06M,26,2019-08-06T08:40:00.000Z,2019-08-06T19:04:00.000Z,EGKK,AD,A,10,20
EGKKA06M,22,2019-08-06T05:40:00.000Z,2019-08-06T08:40:00.000Z,EGKK,AD,A,10,20
EGKKA05,24,2019-08-05T07:00:00.000Z,2019-08-05T07:26:00.000Z,EGKK,AD,A,10,20
EGKKA05,22,2019-08-05T05:40:00.000Z,2019-08-05T07:00:00.000Z,EGKK,AD,A,10,20
EGKKA03,26,2019-08-03T08:20:00.000Z,2019-08-03T13:20:00.000Z,EGKK,AD,A,10,20
EGKKA03,22,2019-08-03T06:00:00.000Z,2019-08-03T08:20:00.000Z,EGKK,AD,A,10,20
EGKKA05D,26,2019-08-05T09:00:00.000Z,2019-08-05T19:46:00.000Z,EGKK,AD,A,10,20
EGKKA04,26,2019-08-04T12:00:00.000Z,2019-08-04T19:00:00.000Z,EGKK,AD,A,10,20
EGKKA01,28,2019-08-01T16:00:00.000Z,2019-08-01T19:32:00.000Z,EGKK,AD,A,10,20
EGKKA01,24,2019-08-01T06:50:00.000Z,2019-08-01T09:00:00.000Z,EGKK,AD,A,10,20
EGKKA02,26,2019-08-02T09:00:00.000Z,2019-08-02T20:00:00.000Z,EGKK,AD,A,6,20
EGKKA01,26,2019-08-01T12:00:00.000Z,2019-08-01T16:00:00.000Z,EGKK,AD,A,10,20
EGKKA01,28,2019-08-01T11:00:00.000Z,2019-08-01T12:00:00.000Z,EGKK,AD,A,10,20
EGKKA01,26,2019-08-01T09:00:00.000Z,2019-08-01T11:00:00.000Z,EGKK,AD,A,10,20
EGKKA01,22,2019-08-01T06:00:00.000Z,2019-08-01T06:50:00.000Z,EGKK,AD,A,10,20
EGKKA02,22,2019-08-02T20:00:00.000Z,2019-08-02T23:28:00.000Z,EGKK,AD,A,6,20
EGKKA02,22,2019-08-02T06:00:00.000Z,2019-08-02T09:00:00.000Z,EGKK,AD,A,6,20
EGKKA30,20,2019-07-30T14:15:00.000Z,2019-07-30T15:05:00.000Z,EGKK,AD,A,10,20
EGKKA30,20,2019-07-30T16:30:00.000Z,2019-07-30T19:15:00.000Z,EGKK,AD,A,10,20
EGKKA29,28,2019-07-29T20:00:00.000Z,2019-07-29T20:32:00.000Z,EGKK,AD,A,10,20
EGKKA31M,21,2019-07-31T05:00:00.000Z,2019-07-31T07:30:00.000Z,EGKK,AD,A,10,20
EGKKA29,26,2019-07-29T11:10:00.000Z,2019-07-29T20:00:00.000Z,EGKK,AD,A,10,20
EGKKA30,24,2019-07-30T06:20:00.000Z,2019-07-30T14:15:00.000Z,EGKK,AD,A,10,20
EGKKA30,15,2019-07-30T15:05:00.000Z,2019-07-30T16:30:00.000Z,EGKK,AD,A,10,20
EGKKA31M,24,2019-07-31T07:30:00.000Z,2019-07-31T08:20:00.000Z,EGKK,AD,A,10,20
EGKKA30,27,2019-07-30T19:15:00.000Z,2019-07-30T21:30:00.000Z,EGKK,AD,A,10,20
EGKKA31M,26,2019-07-31T08:20:00.000Z,2019-07-31T19:41:00.000Z,EGKK,AD,A,10,20
EGKKA30,19,2019-07-30T23:00:00.000Z,2019-07-31T00:00:00.000Z,EGKK,AD,A,10,20
EGKKA30,30,2019-07-30T21:30:00.000Z,2019-07-30T23:00:00.000Z,EGKK,AD,A,10,20
EGKKA29,18,2019-07-29T05:20:00.000Z,2019-07-29T07:40:00.000Z,EGKK,AD,A,10,20
EGKKA29,24,2019-07-29T07:40:00.000Z,2019-07-29T11:10:00.000Z,EGKK,AD,A,10,20
EGKKA30,21,2019-07-30T05:20:00.000Z,2019-07-30T06:20:00.000Z,EGKK,AD,A,10,20
EGKKA28E,22,2019-07-28T09:00:00.000Z,2019-07-28T10:10:00.000Z,EGKK,AD,A,10,20
EGKKA28E,26,2019-07-28T13:30:00.000Z,2019-07-28T19:37:00.000Z,EGKK,AD,A,10,20
EGKKA28E,24,2019-07-28T10:10:00.000Z,2019-07-28T13:30:00.000Z,EGKK,AD,A,10,20
EGKKA28E,18,2019-07-28T06:00:00.000Z,2019-07-28T09:00:00.000Z,EGKK,AD,A,10,20
EGKKA28,12,2019-07-28T04:00:00.000Z,2019-07-28T06:00:00.000Z,EGKK,AD,A,10,20
EGKKA28N,30,2019-07-28T20:40:00.000Z,2019-07-28T22:10:00.000Z,EGKK,AD,A,10,20
EGKKA26,20,2019-07-26T05:40:00.000Z,2019-07-26T06:30:00.000Z,EGKK,AD,A,10,20
EGKKA27,19,2019-07-27T11:00:00.000Z,2019-07-27T11:30:00.000Z,EGKK,AD,A,10,20
